,0
0,0.4977999999999995
1,0.4953000000000002
2,0.49826666666666614
3,0.4948500000000002
4,0.48820000000000635
5,0.47953333333333176
6,0.4687714285714196
7,0.45667500000000016
8,0.4450444444444311
9,0.4332600000000036
10,0.42070909090908815
11,0.4086833333333347
12,0.3970461538461696
13,0.38605714285714143
14,0.3760000000000104
15,0.36673750000000044
16,0.3579411764705882
17,0.34966666666666746
18,0.3416105263157837
19,0.3339700000000065
20,0.3267428571428435
21,0.32000909090909574
22,0.3137478260869638
23,0.3075749999999988
24,0.3018879999999999
25,0.2963923076923111
26,0.29125925925925167
27,0.2863357142857129
28,0.28154482758621846
29,0.27706000000000447
30,0.2726193548387167
31,0.2685499999999995
32,0.264545454545449
33,0.2606470588235265
34,0.2569371428571395
35,0.25346666666666456
36,0.25010810810810696
37,0.24679473684210138
38,0.243728205128206
39,0.24064500000000139
40,0.23787317073170816
41,0.2351952380952325
42,0.23255348837208253
43,0.22992272727272853
44,0.2272577777777782
45,0.22490000000000424
46,0.22252765957447224
47,0.22015833333333384
48,0.2178693877550913
49,0.21564799999999937
50,0.21362745098039296
51,0.21165769230769155
52,0.20969056603774147
53,0.2077444444444419
54,0.20592363636363684
55,0.20405357142856967
56,0.20236491228069617
57,0.2007206896551816
58,0.19906779661017143
59,0.19746666666667068
60,0.19595409836065805
61,0.19436129032258553
62,0.19284444444443624
63,0.1914124999999999
64,0.19003692307693326
65,0.18877272727272737
66,0.18740298507462647
67,0.18611176470588403
68,0.18484637681160013
69,0.18351999999999843
70,0.18229014084506853
71,0.18115833333333248
72,0.17999726027397855
73,0.1788513513513523
74,0.17772266666666914
75,0.1766815789473661
76,0.17564155844156001
77,0.174620512820511
78,0.17357215189873257
79,0.17254500000000014
80,0.17155802469135564
81,0.1706048780487817
82,0.16963132530121033
83,0.16880952380952327
84,0.1679411764705907
85,0.1670651162790619
86,0.1662275862068977
87,0.1654022727272739
88,0.16458426966292597
89,0.1638133333333342
90,0.1630395604395614
91,0.16224565217391443
92,0.16149247311828244
93,0.16072978723404358
94,0.15997473684210425
95,0.1591750000000001
96,0.15838144329897685
97,0.1576489795918283
98,0.1568868686868627
99,0.15621000000000096
100,0.15550099009901092
101,0.15479411764706025
102,0.15413980582524525
103,0.15347884615384713
104,0.1528552380952406
105,0.15219433962264098
106,0.15155887850467384
107,0.15093333333333178
108,0.15031559633027383
109,0.14972545454545658
110,0.14909369369369438
111,0.14855000000000051
112,0.14802477876107092
113,0.14749122807017329
114,0.1469582608695685
115,0.14641551724138024
116,0.1458769230769256
117,0.14539152542372893
118,0.14486218487395028
119,0.1443383333333348
120,0.14381157024793448
121,0.1433524590163935
122,0.14284715447154664
123,0.14233225806451866
124,0.14182560000000227
125,0.14136031746031089
126,0.14089133858267025
127,0.14047187500000005
128,0.14003720930231783
129,0.13957076923077635
130,0.13912061068702322
131,0.1386530303030305
132,0.13824060150376072
133,0.13781194029850755
134,0.13742666666666564
135,0.13701176470588408
136,0.13660583941605883
137,0.13618985507246756
138,0.1357913669064751
139,0.13541428571428493
140,0.1350680851063869
141,0.13468873239436502
142,0.13430349650349727
143,0.13393194444444378
144,0.13353379310345542
145,0.1331520547945233
146,0.13276462585033338
147,0.13242027027027126
148,0.1320630872483224
149,0.1317346666666672
150,0.13137615894040322
151,0.13099210526315752
152,0.13067843137255064
153,0.13033376623376675
154,0.12996774193548483
155,0.12963846153846087
156,0.12928535031847152
157,0.12892784810126542
158,0.1285522012578612
159,0.12823999999999924
160,0.12788819875776367
161,0.12755802469135744
162,0.12723926380368145
163,0.12689512195122019
164,0.12657090909091015
165,0.12624939759036435
166,0.12592694610778593
167,0.12562619047618934
168,0.12532071005916945
169,0.12499647058823682
170,0.124678362573094
171,0.12437906976743984
172,0.12409710982658843
173,0.12381034482758661
174,0.12356114285714512
175,0.12328749999999984
