,0
0,0.4977999999999995
1,0.4949000000000002
2,0.5158666666666655
3,0.536999999999999
4,0.556039999999997
5,0.5671666666666674
6,0.57245714285714
7,0.5746999999999991
8,0.5733999999999982
9,0.5705000000000113
10,0.5650909090909201
11,0.5593833333333312
12,0.5533846153846161
13,0.5469428571428557
14,0.5407200000000012
15,0.5341374999999989
16,0.5272000000000067
17,0.520699999999992
18,0.5140947368421014
19,0.5076600000000092
20,0.5014952380952344
21,0.49565454545455084
22,0.48987826086956693
23,0.48414166666666797
24,0.4787440000000018
25,0.4733076923076963
26,0.46792592592592563
27,0.4626499999999979
28,0.4574827586206943
29,0.4524466666666708
30,0.447432258064522
31,0.44243125000000016
32,0.43755757575757537
33,0.43275294117647045
34,0.42806857142856586
35,0.42340555555555254
36,0.4188594594594615
37,0.4142684210526295
38,0.40998461538461595
39,0.40570500000000004
40,0.40160487804878015
41,0.3975142857142869
42,0.39346511627906144
43,0.38962727272727343
44,0.38586222222222527
45,0.382304347826093
46,0.37875744680850854
47,0.375208333333334
48,0.37173469387754093
49,0.36834799999999757
50,0.36495686274509753
51,0.3616115384615396
52,0.35833584905660254
53,0.35513333333333197
54,0.3518981818181834
55,0.3487357142857158
56,0.34567017543859463
57,0.34270344827586
58,0.33976610169491817
59,0.336779999999999
60,0.3338491803278675
61,0.3310354838709669
62,0.32827619047617995
63,0.3254406250000002
64,0.32269230769231816
65,0.3200333333333305
66,0.3174059701492553
67,0.31491470588235154
68,0.31234492753623844
69,0.30978857142856775
70,0.30732394366196886
71,0.30494444444444063
72,0.30255068493151
73,0.30014594594594585
74,0.2978933333333302
75,0.2957263157894719
76,0.29357662337662566
77,0.291505128205127
78,0.289410126582281
79,0.2874475000000016
80,0.2854222222222206
81,0.28351951219511856
82,0.28158554216868187
83,0.27973095238095264
84,0.27785411764705653
85,0.2761023255813948
86,0.27426896551724456
87,0.27248181818181766
88,0.2707213483146139
89,0.268973333333335
90,0.2673164835164834
91,0.26563913043478127
92,0.26401935483870786
93,0.26239361702127706
94,0.2608126315789463
95,0.25923333333333287
96,0.2576845360824768
97,0.25611836734693677
98,0.25462222222221614
99,0.25313799999999864
100,0.2517049504950507
101,0.2502960784313716
102,0.24892427184466295
103,0.24758269230769378
104,0.24620190476190523
105,0.24489433962264143
106,0.2435738317757022
107,0.24229444444444456
108,0.24103853211009113
109,0.23982545454545476
110,0.23859999999999987
111,0.23737499999999978
112,0.2361823008849651
113,0.23501929824561263
114,0.23383478260870205
115,0.2326706896551723
116,0.23151111111111294
117,0.23036440677966058
118,0.2292252100840338
119,0.22812666666666756
120,0.2269851239669435
121,0.2259672131147549
122,0.22489756097561017
123,0.22385322580645242
124,0.2228128000000012
125,0.22180476190475779
126,0.22086771653542572
127,0.21990156250000018
128,0.21895503875968156
129,0.2180738461538508
130,0.21713129770992418
131,0.2161984848484849
132,0.21526315789473843
133,0.2143880597014934
134,0.2134755555555541
135,0.21258970588235457
136,0.2116890510948902
137,0.21079855072463996
138,0.20995827338129652
139,0.20916142857142692
140,0.20834751773049898
141,0.2074802816901393
142,0.20666013986014017
143,0.2058625
144,0.20503448275862757
145,0.20424794520548087
146,0.20345034013604804
147,0.2026729729729745
148,0.20191409395973176
149,0.20118666666666812
150,0.2004344370860983
151,0.19971447368420994
152,0.19897777777777859
153,0.19823636363636493
154,0.19751225806451783
155,0.19681025641025518
156,0.19610318471337554
157,0.19538227848101147
158,0.19464905660377332
159,0.19398875000000002
160,0.1932919254658386
161,0.1926098765432102
162,0.19195582822085888
163,0.1912914634146357
164,0.19064969696969897
165,0.19001204819277437
166,0.18939401197604847
167,0.18880238095238053
168,0.1882142011834316
169,0.18760705882353138
170,0.18700584795321093
171,0.18642558139534834
172,0.18584161849710926
173,0.18526896551724156
174,0.18473600000000323
175,0.18416818181818254
176,0.18361807909604455
177,0.18308202247191196
178,0.18254301675977588
179,0.18204777777777803
180,0.18150828729281837
181,0.18098791208791193
182,0.1804644808743181
183,0.17997391304347818
184,0.1795070270270282
185,0.17905053763441067
186,0.17859144385026907
187,0.1781404255319158
188,0.17767301587301623
189,0.17719578947368397
190,0.17673193717277558
191,0.17629583333333362
192,0.17583316062175935
193,0.17538556701030988
194,0.17495897435897606
195,0.17452142857142894
196,0.17409746192893438
197,0.17367777777777546
198,0.173233165829146
199,0.17279700000000137
200,0.17235024875621943
201,0.17195445544554408
202,0.17152709359605842
203,0.1711117647058831
204,0.1706956097560989
205,0.17027184466019657
206,0.16986666666666717
207,0.16946634615384606
208,0.1690622009569319
209,0.16867428571428608
210,0.16829857819904792
211,0.16790000000000016
212,0.16750140845070385
213,0.16711121495327153
214,0.16673860465116377
215,0.1663342592592583
216,0.16595115207373834
217,0.16559357798165086
218,0.1652410958904111
219,0.16488727272727455
220,0.16452126696832722
221,0.1641549549549551
222,0.1637757847533614
223,0.16340624999999995
224,0.1630515555555552
225,0.1626805309734591
226,0.16233215859030994
227,0.1619640350877188
228,0.1616061135371177
229,0.16124869565217678
230,0.16089610389610357
231,0.16053706896551853
232,0.16017682403433445
233,0.15983418803418806
234,0.15950042553191496
235,0.1591686440677964
236,0.15883797468354188
237,0.1585058823529419
238,0.15817154811715503
239,0.15784833333333334
240,0.15754854771784366
241,0.15722396694214918
242,0.15691275720164546
243,0.15659672131147567
244,0.1562889795918373
245,0.15600813008130152
246,0.1557174089068837
247,0.15541370967742008
248,0.155118072289159
249,0.1548303999999996
250,0.15455856573705115
251,0.1542555555555544
252,0.1539786561264833
253,0.15367559055117463
254,0.15340156862745324
255,0.1531476562499998
256,0.15287704280155723
257,0.15262170542634884
258,0.15236061776061846
259,0.15212384615384703
260,0.15186360153256684
261,0.15161603053435138
262,0.15135817490494308
263,0.15110530303030423
264,0.1508384905660379
265,0.150578947368421
266,0.15032883895131272
267,0.15007835820895588
268,0.14982750929368058
269,0.14956296296296243
270,0.14932398523985224
271,0.1490705882352939
272,0.1488153846153859
273,0.14858467153284652
274,0.14833745454545513
275,0.1481079710144936
276,0.1478743682310437
277,0.14760863309352623
278,0.14735483870967742
279,0.14710785714285718
280,0.14687971530249147
281,0.14663049645390172
282,0.14640848056536976
283,0.1461654929577472
284,0.14593824561403515
