"('greedy_selection', 'moment_updating')","('q_value_sampling', 'moment_updating')","('myopic_vpi_selection', 'moment_updating')"
0.2,-14.9,-4.1
-5.5,-16.5,-4.3
-3.9,-10.1,-4.3
-3.5,-13.8,-1.6
-5.1,-8.6,-4.0
-6.7,-13.7,1.7
-5.0,-15.7,-4.8
-4.3,-5.5,-7.8
-1.6,-10.2,-0.1
-1.5,-9.9,-5.0
-2.0,-9.9,-2.2
-2.0,-13.7,-1.5
-4.4,-11.3,-9.1
-4.6,-12.2,-7.3
-11.3,-11.0,-4.1
-1.3,-12.6,-8.9
-8.6,-15.5,-8.0
-3.6,-13.6,-5.1
0.1,-8.7,-4.7
-8.8,-8.9,-3.3
-0.8,-10.8,0.2
-6.7,-15.6,-6.0
-2.0,-16.5,-7.9
-5.9,-13.0,-3.2
-2.4,-14.6,-3.4
-5.8,-13.3,-1.5
-7.0,-9.8,-4.1
-3.3,-9.9,-3.0
-4.5,-15.8,-3.5
-5.0,-10.8,-3.9
-3.3,-19.9,-0.2
-6.2,-13.2,-3.5
-4.3,-12.7,-1.9
-5.0,-12.1,-7.1
-4.1,-14.6,-3.8
-2.7,-14.3,-3.1
-4.0,-18.5,-7.2
-1.5,-18.5,1.3
-0.5,-8.0,-2.8
-2.7,-15.3,-1.9
-3.2,-10.3,-5.3
-4.6,-17.0,-9.2
-4.8,-23.8,-4.4
-6.0,-18.9,-1.1
-1.3,-15.5,-4.4
-6.0,-8.7,-2.9
-3.4,-11.5,-7.7
-1.8,-12.1,-4.7
-1.5,-13.2,-0.8
-4.2,-14.9,-4.6
-4.2,-19.9,-4.8
-2.5,-14.0,-8.4
-3.4,-13.7,-5.6
-2.6,-12.5,-0.9
-8.1,-10.6,-5.6
-2.6,-14.2,-3.8
-2.4,-18.5,-6.3
-3.8,-11.9,-5.1
-2.2,-11.4,0.7
-1.8,-11.6,-10.1
-7.8,-11.8,-1.9
0.2,-16.9,-5.6
-6.9,-13.9,-5.5
-0.9,-11.2,-10.5
-6.4,-15.4,-1.8
-6.7,-27.4,-5.8
-2.5,-16.0,-4.1
-1.6,-12.5,0.8
-3.8,-12.8,-0.6
-3.7,-17.2,-4.6
-1.4,-13.1,0.4
-5.2,-13.2,-7.9
-5.3,-16.3,-3.7
-0.8,-13.6,-3.8
-5.6,-14.5,-4.7
-3.5,-9.9,-0.9
-4.4,-15.3,-3.5
-7.4,-6.6,-3.7
-2.2,-12.6,-6.3
-4.4,-16.2,-2.7
-0.4,-7.0,-8.2
-4.3,-13.6,-2.4
-4.4,-12.1,-5.0
-5.5,-18.8,-1.4
-7.9,-13.6,-2.7
-8.6,-13.6,-2.2
-2.5,-11.5,-4.0
-1.3,-16.0,-2.5
-4.9,-10.8,-2.4
-4.2,-6.8,-3.9
-5.2,-14.4,-3.3
-3.7,-11.7,-1.3
-6.7,-11.0,-2.4
-6.4,-12.7,-3.7
-0.3,-12.4,-4.9
-6.0,-8.2,0.4
0.0,-8.1,-3.2
-6.9,-24.6,-1.7
-5.2,-13.8,-2.0
-4.3,-13.1,-1.0
-4.7,-14.5,-4.6
-1.9,-14.8,-1.0
-3.3,-9.3,-2.8
-2.8,-14.5,-3.2
-3.7,-13.6,-3.6
-3.0,-12.2,-7.2
-2.3,-13.7,-3.7
-3.6,-10.6,-0.9
-4.6,-8.9,-5.5
-1.8,-19.1,-2.8
-4.7,-12.8,-1.6
-7.2,-8.3,-1.9
-4.2,-24.7,-5.7
-0.9,-15.4,-5.0
-7.5,-8.7,0.6
0.8,-10.5,-3.6
-0.4,-11.1,-0.5
-2.4,-10.7,-3.5
-4.1,-11.3,-3.5
-4.2,-14.8,-3.4
-2.5,-17.8,-4.2
-3.8,-16.1,-7.7
0.0,-13.1,-1.9
-3.0,-14.8,0.6
2.3,-5.6,-3.6
-7.3,-12.9,-1.7
-5.0,-13.7,-4.1
-2.5,-9.4,-2.2
-2.7,-17.8,-0.3
-4.7,-16.7,-3.9
-4.9,-10.6,-5.7
-6.0,-14.4,-3.5
-17.1,-15.4,-6.3
3.4,-15.0,-1.9
-9.6,-9.0,0.3
-7.6,-6.9,-2.2
-0.7,-22.5,-2.9
-5.1,-9.6,2.1
-2.7,-20.8,-2.8
0.9,-11.9,-4.0
-0.6,-11.7,-4.8
-1.2,-9.7,-2.9
-3.3,-8.5,0.6
-2.5,-12.5,-4.6
-4.7,-11.3,-5.4
-1.4,-11.7,-3.0
-1.2,-14.6,-5.7
-3.5,-12.1,3.6
-2.4,-11.9,-7.4
-6.2,-15.4,-4.7
-4.6,-19.4,0.0
-5.9,-12.6,-1.5
-1.2,-13.5,-3.1
-4.7,-14.6,-2.1
-3.5,-12.2,-2.0
-5.2,-9.8,-3.8
0.8,-7.3,-3.7
-2.6,-18.0,-2.3
-7.2,-8.8,-3.2
2.0,-6.8,-6.9
-6.7,-8.9,-5.9
-0.2,-13.2,-4.1
-1.7,-12.0,-4.0
-1.9,-13.8,-0.5
-3.2,-13.5,-7.8
-5.1,-11.1,-3.5
-3.6,-6.1,-3.4
-0.9,-6.0,-4.1
-4.1,-15.7,-4.7
-4.6,-7.1,-6.4
-2.7,-9.2,-5.9
-3.7,-14.8,-3.9
-0.5,-10.3,-2.6
-2.7,-15.5,-3.1
-1.5,-12.0,-2.1
-1.9,-11.3,-2.2
-9.8,-11.6,-2.3
-2.7,-10.4,-5.8
-8.7,-13.5,-2.5
-0.5,-14.4,-5.1
-14.9,-7.3,-1.2
-0.3,-13.3,-2.7
-7.1,-17.2,-1.6
-4.2,-16.7,-3.6
-4.2,-8.6,-3.6
-3.7,-9.9,-3.1
-6.1,-17.5,-0.5
-1.7,-7.9,-1.7
-2.4,-2.1,-3.9
-5.2,-12.6,-0.4
-5.4,-9.2,-2.0
-3.2,-17.6,-4.6
-5.1,-19.0,-3.2
-2.0,-6.8,4.3
-8.3,-15.8,-4.0
-5.6,-13.6,-4.5
-2.9,-10.2,-8.6
-6.0,-16.4,-2.1
-5.7,-11.9,-4.8
-7.6,-11.9,-3.6
-4.5,-7.8,-3.6
-3.0,-8.0,-2.1
-2.0,-12.6,-1.1
-4.4,-15.5,-2.0
-1.0,-15.7,-6.9
-4.3,-13.5,-3.1
-4.2,-14.5,-7.5
-2.2,-10.7,-0.6
-1.8,-14.8,-0.3
-2.2,-8.4,-0.1
-2.5,-7.5,-3.9
0.4,-9.0,-3.1
-3.4,-11.8,-4.3
-8.6,-13.6,-4.6
-1.1,-16.3,-0.8
-3.5,-16.2,-3.1
-4.3,-9.9,-6.4
-3.8,-14.6,-2.8
-3.6,-16.9,0.4
-1.0,-10.9,-0.8
-2.0,-14.9,-4.4
0.6,-10.4,-4.1
-6.4,-14.0,0.6
-1.8,-13.4,-3.3
-4.0,-10.2,-5.0
0.1,-19.2,0.0
-3.1,-16.4,-1.3
-4.9,-6.5,-2.8
1.1,-9.7,1.7
-2.6,-9.5,-2.8
-2.8,-10.8,-9.9
-3.4,-12.1,-4.9
-5.9,-12.0,-3.7
-5.0,-8.1,-2.0
-4.3,-13.0,-5.4
-1.6,-9.2,1.4
-2.5,-10.0,-4.9
-3.2,-6.4,-3.4
-1.2,-8.7,-0.3
-0.6,-12.4,-6.6
-1.0,-10.1,1.0
-4.7,-6.7,-2.8
-2.4,-10.1,-2.5
-11.9,-7.5,-1.0
-0.1,-14.1,-0.1
-2.9,-10.1,0.6
-2.7,-13.2,-6.0
-2.8,-11.7,-8.0
-3.0,-14.8,-4.8
-2.7,-9.9,1.3
-4.8,-19.1,-3.6
-3.9,-6.7,-2.7
-2.0,-18.6,-1.9
0.7,-15.5,-6.7
-4.5,-18.2,-7.1
-3.4,-9.8,-1.5
-1.1,-19.7,-5.4
-2.8,-7.5,-6.5
-3.2,-10.4,-3.8
1.3,-10.5,-2.2
2.9,-10.4,-1.7
-1.1,-12.1,-4.7
-2.5,-10.1,0.7
-3.1,-11.2,-1.7
-2.0,-9.2,-1.3
2.9,-7.1,-1.5
-1.7,-14.8,-3.2
-3.3,-7.2,-2.4
-3.6,-13.5,-5.9
-5.6,-10.0,-2.2
-2.0,-11.2,-3.2
-4.5,-19.8,-5.0
-1.8,-14.5,-5.0
-3.0,-11.9,-1.7
-3.9,-13.9,-1.3
-3.1,-16.7,-4.9
-1.3,-11.9,-5.1
-6.9,-15.5,-5.1
-3.3,-8.9,0.9
-3.0,-9.2,-4.6
-4.1,-10.1,0.5
-2.7,-10.6,-3.3
-3.1,-13.0,-2.1
0.2,-12.3,-0.3
-1.3,-13.8,0.7
-4.0,-21.6,-3.3
0.2,-16.5,0.9
0.1,-9.0,-2.8
-2.7,-9.6,-1.3
-4.4,-13.6,1.6
-1.2,-11.3,2.6
-3.4,-6.5,-4.7
-0.3,-13.2,-2.7
-1.4,-12.9,-3.4
-0.8,-10.7,-3.2
-0.9,-5.4,1.5
-5.7,-10.6,-0.8
2.0,-12.2,-9.0
-1.7,-11.7,-2.1
-4.4,-10.4,-3.1
-0.8,-12.4,-3.3
0.4,-15.3,-2.6
-7.1,-13.9,-1.7
1.4,-8.1,-2.2
-1.8,-11.6,-1.6
-9.5,-6.7,-1.5
0.5,-8.4,-1.4
-5.6,-10.1,-2.9
-0.6,-4.5,-0.7
-2.9,-12.8,-0.5
-1.2,-15.6,-0.7
-1.0,-10.0,-3.1
-4.3,-8.0,-0.7
-2.2,-8.1,-3.4
-2.7,-14.9,-4.0
-2.2,-13.9,-0.4
-1.2,-10.1,-2.8
-2.3,-10.8,-3.9
-5.2,-9.7,-1.8
-4.2,-7.3,1.2
-6.0,-12.5,-3.2
-3.7,-14.6,-2.9
-7.3,-13.3,-3.7
-3.7,-14.0,-1.6
-1.4,-12.2,-0.5
-1.7,-10.4,-2.3
-1.2,-8.6,-3.4
-7.5,-9.4,-1.4
-4.0,-11.7,-0.5
-11.5,-12.2,-0.7
-0.6,-5.7,-2.2
-1.6,-10.2,-6.9
-1.7,-5.9,-3.2
-2.1,-12.9,-2.4
0.2,-10.6,-0.4
-1.6,-13.9,-3.3
-3.6,-18.2,-0.7
-0.4,-8.1,-0.7
-6.9,-6.1,-5.0
-0.8,-11.1,3.1
-3.5,-13.9,-3.4
-0.1,-11.8,-3.3
-0.2,-9.9,0.2
-2.6,-12.7,-2.3
0.1,-13.4,-6.0
-0.7,-8.6,-2.3
-5.0,-8.3,-6.2
-4.7,-9.8,-2.3
-3.8,-11.0,1.3
-2.8,-13.2,-1.1
-7.4,-6.5,-1.6
0.0,-10.7,0.6
-8.9,-10.6,-0.8
2.2,-9.5,-4.9
0.9,-21.3,-3.8
-3.6,-9.1,-6.0
-2.7,-11.8,-2.0
-2.2,-22.3,-2.6
-2.9,-7.2,0.8
1.2,-7.6,-0.3
-5.2,-9.5,-0.7
-0.8,-4.5,-5.6
-2.1,-8.3,-0.3
-2.2,-11.4,-0.3
-2.5,-12.9,0.6
0.4,-9.4,0.3
-1.3,-8.0,0.3
-4.1,-12.2,-2.9
-3.1,-15.8,-3.6
-2.3,-16.1,1.3
-2.0,-13.8,-2.6
0.6,-7.2,-1.6
-3.0,-15.2,-4.1
-1.5,-14.3,-0.5
-1.9,-12.6,-2.1
-4.5,-7.2,-1.5
-3.4,-7.6,-2.5
0.1,-9.5,-1.2
-1.9,-9.6,-3.1
1.8,-15.0,-1.3
-0.3,-7.1,-3.7
-3.6,-10.6,-0.9
3.0,-5.5,-1.0
-3.4,-11.6,-1.7
1.7,-11.8,-1.3
-2.3,-13.0,-1.0
-1.3,-8.5,-2.7
-2.3,-11.6,-1.8
-0.6,-13.6,-4.1
-5.1,-9.4,0.7
-3.6,-8.3,1.1
-3.0,-7.4,-4.9
-3.1,-10.7,1.7
-3.5,-10.9,-0.6
-2.1,-13.5,-4.3
0.7,-12.7,-1.3
-0.3,-15.4,-2.1
-4.0,-14.9,-1.1
-5.1,-13.6,-3.9
0.1,-9.5,-5.4
-1.0,-14.9,0.3
-4.2,-12.0,-3.1
-0.9,-13.4,-1.9
-2.0,-11.5,-1.7
-2.3,-13.7,-0.6
-3.4,-16.6,-3.0
-2.0,-11.5,-2.6
-0.7,-10.6,-3.0
1.9,-10.7,-0.2
-1.2,-10.3,-3.0
-3.2,-7.3,-5.5
-4.2,-12.9,-4.9
-2.3,-7.5,-3.2
-2.3,-5.8,-1.4
-5.0,-8.0,-3.1
-1.1,-1.2,-1.5
-1.4,-7.4,-1.5
-1.1,-13.0,-0.7
2.3,-6.5,-2.4
-2.8,-11.8,-2.3
1.8,-5.7,-1.0
-1.2,-10.0,-0.7
-1.5,-12.7,-0.2
-4.1,-10.6,-5.1
-1.9,-13.4,1.3
-3.3,-10.9,2.4
1.3,-11.7,-5.2
-4.9,-6.6,-3.8
-7.5,-13.0,-1.4
1.0,-8.6,-2.5
-5.6,-12.6,-1.4
-7.4,-11.5,-3.6
-1.5,-10.0,-1.4
-4.5,-9.8,-0.8
-1.7,-6.2,0.5
-2.1,-13.8,-3.1
1.3,-12.4,0.7
-2.0,-8.4,-3.7
-0.1,-15.6,0.5
-0.5,-11.3,-3.6
-4.7,-10.6,-1.6
-3.6,-6.5,-5.8
-4.1,-8.2,-4.6
-2.6,-10.6,-1.4
2.6,-9.2,-0.5
-2.0,-11.2,-2.6
-1.1,-9.7,-1.8
-1.8,-10.3,-1.5
-1.1,-6.9,-1.7
0.8,-11.2,-5.2
0.0,-7.6,-3.5
-1.3,-9.5,-0.4
0.3,-14.2,1.5
0.8,-11.0,-2.5
-1.0,-9.8,-1.5
-2.0,-12.7,-2.6
-1.7,-12.5,-2.4
-2.4,-9.7,-0.9
-1.4,-6.6,-1.7
-0.8,-9.3,-3.0
-4.3,-7.3,-3.6
-0.7,-12.6,-2.8
-2.6,-7.8,-1.3
-0.3,-8.6,-1.7
-0.1,-9.9,-0.3
-3.1,-6.5,-0.7
-1.9,-9.4,0.9
-1.7,-11.0,-2.3
0.8,-10.5,2.4
-0.6,-10.2,0.1
-2.8,-8.8,0.0
0.6,-10.9,-0.8
-2.6,-11.1,-1.6
-1.0,-8.2,-2.3
-0.4,-8.7,-1.4
-1.3,-10.2,0.2
0.1,-13.5,-2.3
-0.3,-5.8,-8.1
-5.5,-4.4,-1.2
-0.8,-7.7,0.2
-0.6,-7.6,1.1
0.9,-7.5,-5.9
-0.6,-14.8,1.4
-0.3,-10.8,2.1
-3.2,-10.9,0.8
-0.5,-7.5,0.5
0.5,-8.0,-0.5
-1.6,-6.2,-1.8
-1.1,-15.6,-0.9
1.2,-10.5,-1.1
-1.7,-11.2,-1.2
-6.4,-6.6,-0.4
3.8,-10.8,1.3
-0.9,-8.0,-2.0
0.9,-7.6,-3.5
-1.0,-8.8,-1.4
-1.5,-12.2,-2.4
-1.4,-14.0,-3.2
-1.7,-7.1,0.3
-4.1,-3.8,1.6
1.7,-11.6,2.0
-3.6,-12.0,-1.1
0.2,-11.9,0.9
-2.2,-13.8,-0.8
-2.3,-10.9,-1.9
-3.4,-7.7,-3.9
-3.6,-9.7,-4.8
-1.3,-8.3,-8.1
0.5,-7.6,-2.9
1.8,-9.4,1.9
1.4,-7.0,-1.0
0.9,-12.1,-2.4
0.4,-10.9,0.1
-0.4,-13.2,-3.0
-2.0,-13.5,0.7
1.0,-12.4,-1.3
-6.4,-9.8,-2.9
-1.0,-11.8,-1.1
0.3,-9.9,-4.3
-2.7,-18.6,-4.7
-1.5,-6.4,0.3
-3.2,-10.8,-0.9
-4.9,-11.5,-1.3
-0.4,-5.8,-3.4
-7.8,-10.7,0.1
-1.2,-6.3,-2.1
-1.2,-7.3,-1.8
0.9,-7.7,-4.3
-1.9,-5.3,-0.9
-0.8,-9.2,0.9
-1.5,-9.9,-1.9
0.7,-8.4,-2.1
0.3,-11.3,-4.3
-2.1,-13.9,-0.5
-2.7,-13.9,-1.3
-6.2,-5.3,-1.5
-3.3,-4.2,-0.3
0.4,-5.2,-3.5
-1.2,-11.9,-2.3
-1.3,-10.6,-0.4
-2.8,-9.8,-1.8
-5.1,-9.5,0.0
-1.9,-5.4,-0.9
2.7,-15.8,0.8
0.8,-12.9,1.1
-1.6,-8.2,1.4
-5.5,-11.7,-0.9
-1.7,-9.6,0.2
0.0,-13.3,-2.1
0.1,-13.4,-8.4
-2.9,-13.0,-0.6
-2.3,-9.9,-2.0
-4.9,-12.6,-1.4
1.8,-14.3,-2.8
-2.6,-9.0,-3.4
-2.1,-8.3,1.1
-1.1,-3.7,-1.8
-0.1,-12.9,-1.8
-0.4,-6.9,-3.2
2.7,-11.4,-3.6
0.5,-19.0,-1.4
-1.0,-7.7,-1.1
1.5,-9.8,-3.3
2.4,-12.0,-2.0
-0.8,-9.4,-2.4
-2.2,-13.8,1.2
2.3,-5.7,-0.3
-1.5,-7.6,-4.0
-2.3,-14.4,-0.7
0.4,-5.6,2.0
-3.1,-11.1,0.7
-0.2,-13.3,-0.2
1.4,-8.4,1.5
0.9,-10.4,-0.4
-1.5,-5.6,-2.2
0.3,-7.2,-2.7
0.9,-9.7,-0.1
0.4,-7.2,3.6
-0.6,-3.7,-2.1
-3.4,-7.6,-0.2
-0.1,-11.8,-0.8
0.9,-10.4,-0.5
-1.7,-8.8,-3.1
-0.9,-9.5,-0.1
-3.1,-11.1,-2.8
-4.8,-9.8,-0.1
-1.2,-11.4,-0.8
0.6,-5.3,2.1
4.8,-6.5,0.6
-1.3,-8.3,0.6
-2.3,-10.5,-0.3
-2.1,-10.1,3.1
-0.1,-12.2,0.3
-3.3,-13.3,0.5
-2.5,-6.6,-0.6
-3.6,-8.7,1.8
-2.3,-14.1,1.9
-1.9,-10.0,-1.1
0.8,-10.4,-3.4
-0.4,-14.7,-1.6
-1.4,-6.9,-1.4
-1.3,-12.3,-4.9
-1.1,-6.5,2.0
-1.6,-5.7,-6.9
-0.2,-9.6,-2.3
-1.9,-7.7,-3.2
1.0,-11.9,0.6
0.6,-14.7,-1.6
0.2,-12.2,-0.6
-1.8,-8.1,-0.6
1.3,-6.6,-0.9
-2.3,-19.2,-2.6
-0.6,-11.5,-1.9
-2.6,-4.0,-0.3
0.9,-4.1,-2.1
-2.5,-12.9,1.5
0.5,-8.7,1.0
0.2,-7.6,1.9
-1.8,-8.2,-0.4
-0.8,-11.1,-1.3
3.7,-9.7,-3.0
2.2,-6.7,0.1
0.0,-9.7,0.9
1.5,-7.9,0.9
1.1,-6.1,4.1
-2.2,-10.8,-0.1
0.1,-9.7,-0.2
-0.5,-9.9,-3.9
-3.1,-8.4,-1.5
-1.1,-12.0,0.2
-1.3,-7.3,-3.8
3.0,-11.5,-0.4
0.4,-9.1,-0.3
-0.3,-7.9,-5.4
-3.6,-7.5,1.6
-5.8,-14.9,0.4
-1.6,-10.4,1.1
0.8,-4.9,0.2
-0.7,-9.6,4.1
2.8,-3.5,-0.2
-3.9,-9.4,-0.4
-2.0,-3.1,-1.8
0.1,-9.6,1.9
-4.4,-5.2,-2.8
0.0,-13.1,-4.8
0.6,-7.8,0.3
-0.3,-6.2,4.7
0.1,-7.7,-1.4
-1.2,-14.2,-4.3
-0.3,-4.9,-0.3
-2.0,-12.2,-1.0
-3.4,-9.3,-3.5
0.4,-20.2,0.3
2.0,-8.8,-3.2
-3.1,-7.9,2.6
-1.1,-9.3,-5.2
0.8,-11.0,-3.4
-2.5,-8.3,-3.0
-3.3,-18.2,0.3
-0.6,-6.8,1.1
-0.6,-8.2,1.1
0.7,-11.9,0.0
-2.5,-11.3,-2.3
-3.7,-14.1,1.6
-2.1,-5.5,-0.7
0.6,-9.8,1.3
-1.1,-7.2,-0.7
-2.5,-4.6,1.8
-1.9,-13.2,1.5
-0.2,-13.9,0.5
0.2,-11.4,0.2
1.3,-8.0,-3.3
-1.6,-14.4,1.1
-1.0,-8.8,-3.3
3.8,-10.9,-0.9
0.7,-7.1,-0.3
1.5,-13.3,-1.3
-4.0,-4.0,1.0
1.7,-4.6,0.7
0.8,-6.1,0.5
-2.2,-5.9,2.4
-2.5,-10.2,3.8
2.4,-12.1,-0.8
-1.1,-11.5,-0.9
-1.3,-7.6,-0.2
-1.9,-12.9,0.3
-2.4,-6.6,0.1
3.1,-8.6,-0.7
-2.2,-7.4,0.1
-0.5,-6.6,-0.6
-1.2,-5.9,1.2
-1.3,-10.5,2.2
-4.4,-13.2,2.1
-0.6,-7.1,3.1
2.8,-8.3,1.3
0.0,-4.2,-1.0
-3.6,-6.4,-1.5
-1.5,-12.3,-1.1
0.1,-8.7,0.5
-3.2,-9.2,0.8
0.0,-16.3,2.4
-3.2,-8.4,0.3
-1.2,-12.7,-3.4
-1.5,-8.5,-1.6
-0.5,-12.4,1.1
-2.0,-4.2,-1.4
-3.0,-13.1,1.3
2.6,-10.2,0.0
-3.7,-11.5,0.4
0.6,-7.4,-2.9
1.2,-11.1,-0.5
-0.9,-11.9,2.2
1.9,-11.5,-2.6
-0.1,-8.2,-0.7
-1.5,-10.3,0.1
0.1,-14.2,1.1
-5.4,-8.8,0.3
0.2,-11.5,-1.3
0.8,-8.3,1.3
0.6,-5.5,4.0
-0.3,-15.2,0.6
0.5,-13.6,-1.6
2.3,-11.5,0.1
1.1,-3.6,-6.9
-0.2,-9.7,-0.5
1.7,-6.4,-0.3
-0.4,-11.5,-6.0
1.0,-3.3,0.4
-1.2,-10.0,1.4
-1.3,-8.6,0.8
0.5,-9.4,1.7
-1.7,-8.0,-0.2
-0.3,-4.1,0.9
-2.1,-7.7,2.7
0.5,-8.3,1.5
-0.4,-7.7,1.2
2.1,-3.5,2.8
2.0,-12.5,0.5
0.7,-10.9,0.6
-0.2,-9.1,-0.7
-0.1,-13.0,0.4
-4.6,-11.8,0.5
-1.6,-9.2,3.0
-3.7,-7.1,0.8
0.2,-9.4,-1.3
-3.4,-9.3,3.3
3.6,-4.3,2.0
0.6,-5.9,-4.7
-0.4,-9.7,-1.6
3.1,-8.7,-4.0
-3.1,-6.2,0.3
0.8,-9.9,-0.3
0.4,-7.7,-2.9
-0.7,-3.5,-1.5
1.4,-10.3,0.2
0.7,-6.0,-6.5
-1.7,-3.1,0.9
-2.1,-6.7,-4.2
0.1,-10.4,1.9
0.5,-6.0,1.7
3.2,-9.4,0.1
0.8,-12.4,3.6
-0.7,-12.1,1.5
-3.1,-7.7,-0.5
-1.4,-15.9,0.8
-0.3,-9.0,-0.4
1.1,-10.8,-1.5
4.8,-8.6,2.3
-2.6,-8.8,1.3
0.9,-7.1,3.0
-0.7,-9.7,-0.1
-0.1,-6.6,-0.1
-0.7,-8.5,2.6
-1.8,-8.1,-5.7
-0.5,-8.7,-0.3
-0.1,-4.2,-0.1
-0.7,-6.4,-2.8
-1.2,-7.8,-3.9
0.3,-10.4,0.0
-0.6,-10.6,0.0
-1.1,-5.4,-1.0
2.5,-5.1,0.1
-0.4,-7.8,0.4
2.2,-7.9,-1.2
0.4,-8.6,0.1
-2.8,-8.7,-3.8
0.3,-7.1,-2.9
-4.9,-9.9,-0.9
-3.5,-9.0,1.2
1.7,-6.7,-1.2
1.6,-6.6,2.0
0.7,-9.0,2.2
1.1,-10.3,-0.3
2.3,-7.2,-0.5
0.2,-8.6,1.0
-1.3,-4.0,-2.0
1.5,-15.0,-0.5
-3.2,-10.9,-1.1
0.0,-8.2,3.6
-2.2,-8.9,1.9
0.1,-9.2,1.3
-0.4,-11.6,1.1
-1.6,-13.8,-1.7
1.1,-8.4,0.0
1.1,-8.0,-1.0
1.2,-8.1,3.4
-1.8,-13.4,0.1
-3.5,-7.9,3.4
0.2,-7.6,0.8
1.8,-9.4,0.5
-1.5,-10.4,0.7
-1.0,-3.7,-1.7
0.1,-8.7,-0.8
-5.3,-8.2,0.9
-0.5,-6.1,0.0
0.7,-7.0,3.3
2.8,-5.7,-2.1
2.4,-1.4,-1.1
2.3,-7.8,-0.6
-2.2,-6.3,-1.0
-0.6,-7.2,2.1
2.6,-7.6,-0.6
0.7,-7.2,-1.5
-0.8,-11.7,-0.7
0.6,-5.6,0.5
1.6,-10.5,-0.7
0.2,-8.9,4.0
1.7,-3.2,2.4
1.3,-11.0,2.8
-0.9,-8.7,2.2
-0.5,-9.7,0.1
0.9,-7.5,1.4
1.3,-15.4,2.1
1.6,-9.6,1.8
1.2,-13.9,-2.5
1.7,-5.7,1.3
1.5,-13.7,-1.9
-0.1,-7.6,1.9
0.4,-6.4,-0.4
0.7,-9.4,3.0
-1.8,-13.2,1.6
2.5,-13.3,-1.1
0.1,-10.0,2.3
1.9,-11.1,3.0
-0.9,-4.0,0.9
-0.3,-9.0,1.6
1.7,-7.5,-0.5
0.7,-11.0,1.3
-1.3,-3.0,0.6
0.6,-10.2,-0.8
-0.7,-9.2,-2.0
0.3,-6.5,1.5
-0.1,-8.6,-1.9
-2.9,-5.2,3.2
-5.3,-8.1,0.6
1.9,-9.1,-0.2
-2.9,-7.1,-0.2
0.1,-5.0,1.5
0.5,-8.0,0.0
-2.0,-14.9,1.7
-1.2,-5.6,0.0
-1.0,-11.6,1.3
-0.2,-2.0,-0.6
0.6,-6.7,0.3
0.8,-3.8,-0.2
-0.6,-5.4,1.2
-1.8,-12.1,2.6
-0.9,-9.3,2.1
-2.6,-12.7,-0.9
0.2,-4.4,4.3
1.1,-5.6,2.3
0.3,-9.4,0.3
0.9,-10.2,1.8
0.4,-12.2,1.0
0.8,-6.8,3.2
0.0,-7.6,3.5
0.0,-6.8,3.4
-0.3,-12.4,-0.1
1.2,-3.7,0.3
-0.3,-14.1,2.4
-3.3,-4.6,1.7
1.0,-5.4,4.1
-0.1,-4.9,1.0
-1.5,-11.4,0.0
0.1,-6.4,1.3
-2.0,-7.9,2.6
2.0,-3.5,3.0
0.1,-9.0,-1.4
-1.4,-6.8,2.8
1.7,-8.5,2.9
0.3,-12.1,4.0
2.2,-9.8,0.3
-0.3,-10.7,2.7
1.9,-9.9,-0.5
2.5,-11.4,-3.2
-1.3,-13.1,-1.2
0.4,-8.9,0.0
0.8,-8.9,3.8
-0.7,-8.4,1.9
0.4,-9.0,0.0
1.8,-9.4,0.6
0.0,-7.0,1.5
1.6,-8.7,0.1
0.4,-4.5,0.0
-0.5,-7.2,-4.1
0.7,-6.2,2.2
0.2,-9.4,1.6
-0.5,-10.8,1.3
-0.9,-9.8,4.2
0.2,-4.4,3.2
0.1,-2.0,-1.1
-0.7,-5.8,3.3
3.4,-8.4,2.8
0.8,-3.6,2.8
-1.3,-4.5,0.9
-1.8,-15.2,2.5
-0.7,-6.5,-0.2
-0.8,-6.2,3.0
0.1,-9.0,4.4
0.8,-2.8,0.2
-1.3,-6.3,-2.0
-0.2,-6.4,-2.8
0.6,-4.8,0.4
1.8,-10.4,2.3
1.3,-5.7,2.6
-1.4,-7.7,2.8
-2.3,-4.7,1.9
-2.5,-6.0,0.9
0.8,-5.5,0.7
-3.3,-9.1,-0.5
-0.8,-8.7,1.9
2.8,-9.8,3.3
4.1,-7.2,-1.9
1.4,-7.9,0.1
-0.7,-7.4,-2.0
2.2,-11.2,0.8
0.0,-9.1,0.4
0.2,-2.9,-0.4
-3.8,-6.0,-1.1
0.6,-8.3,-0.7
-0.3,-6.0,-1.1
2.2,-6.4,2.1
-0.9,-6.2,0.0
-0.1,-10.5,0.3
-0.3,-15.2,0.8
-1.0,-5.8,2.0
-0.6,-3.5,2.6
-0.5,-11.8,2.0
-1.1,-4.8,1.1
0.9,-7.0,1.5
3.1,-9.1,2.3
-1.9,-6.3,0.2
-1.2,-9.5,3.7
2.0,-7.6,3.0
1.2,-14.0,0.7
1.3,-4.9,3.3
-1.0,-5.5,0.9
-3.8,-4.8,-2.3
0.2,-4.8,3.9
2.4,-8.2,3.2
1.1,-8.3,2.0
1.1,-5.5,3.2
-3.6,-11.5,2.2
-0.2,-7.3,2.4
2.7,-8.9,0.0
-0.6,-3.5,-3.3
0.9,-7.3,0.1
-0.8,-7.1,0.5
