"('greedy_selection', 'moment_updating')","('q_value_sampling', 'moment_updating')"
-59.0,9.333333333333334
-66.0,8.0
-52.0,17.666666666666668
-66.0,17.333333333333332
-52.0,19.0
-66.0,9.333333333333334
-52.0,15.666666666666666
-66.0,10.0
-52.0,17.333333333333332
-66.0,13.0
-59.0,14.0
-59.0,15.333333333333334
-59.0,9.333333333333334
-59.0,6.333333333333333
-59.0,8.0
-59.0,18.0
-59.0,18.333333333333332
-59.0,16.333333333333332
-52.0,16.333333333333332
-66.0,4.666666666666667
-52.0,17.0
-66.0,-2.3333333333333335
-52.0,9.666666666666666
-59.0,2.6666666666666665
-59.0,15.666666666666666
-59.0,15.333333333333334
-59.0,10.0
-52.0,15.333333333333334
-59.0,16.666666666666668
-59.0,-4.333333333333333
-59.0,18.666666666666668
-59.0,15.666666666666666
-52.0,15.0
-59.0,12.333333333333334
-59.0,11.333333333333334
-59.0,2.0
-52.0,13.333333333333334
-59.0,22.666666666666668
-59.0,15.666666666666666
-52.0,13.333333333333334
-59.0,16.333333333333332
-59.0,17.0
-52.0,12.333333333333334
-59.0,15.666666666666666
-59.0,17.333333333333332
-52.0,14.333333333333334
-59.0,20.666666666666668
-59.0,16.0
-52.0,20.333333333333332
-59.0,2.6666666666666665
-59.0,15.0
-52.0,12.666666666666666
-52.0,7.666666666666667
-59.0,12.0
-59.0,18.0
-52.0,1.3333333333333333
-59.0,15.333333333333334
-52.0,13.0
-59.0,14.333333333333334
-52.0,17.333333333333332
-59.0,13.333333333333334
-59.0,11.0
-52.0,-0.6666666666666666
-52.0,22.0
-59.0,20.666666666666668
-59.0,15.666666666666666
-52.0,17.333333333333332
-52.0,23.0
-59.0,11.333333333333334
-59.0,22.333333333333332
-52.0,15.0
-52.0,9.0
-52.0,16.666666666666668
-59.0,7.666666666666667
-59.0,12.666666666666666
-52.0,18.333333333333332
-52.0,21.666666666666668
-52.0,17.0
-66.0,8.0
-52.0,13.666666666666666
-52.0,22.333333333333332
-52.0,2.6666666666666665
-52.0,22.666666666666668
-66.0,6.666666666666667
-52.0,6.0
-52.0,13.333333333333334
-52.0,19.333333333333332
-52.0,12.0
-59.0,18.0
-59.0,8.0
-52.0,5.666666666666667
-52.0,16.666666666666668
-52.0,14.333333333333334
-52.0,16.0
-66.0,15.0
-52.0,3.6666666666666665
-52.0,18.666666666666668
-52.0,20.333333333333332
-52.0,8.333333333333334
-52.0,0.3333333333333333
-59.0,13.0
-59.0,20.666666666666668
-52.0,15.0
-52.0,6.333333333333333
-52.0,8.0
-52.0,23.0
-52.0,19.333333333333332
-66.0,23.333333333333332
-52.0,10.666666666666666
-52.0,18.0
-52.0,17.333333333333332
-52.0,21.666666666666668
-52.0,19.333333333333332
-52.0,18.333333333333332
-66.0,22.666666666666668
-52.0,20.666666666666668
-52.0,13.666666666666666
-52.0,14.0
-52.0,9.333333333333334
-52.0,23.333333333333332
-52.0,18.333333333333332
-52.0,15.0
-66.0,19.666666666666668
-52.0,10.333333333333334
-52.0,16.666666666666668
-52.0,24.0
-52.0,8.666666666666666
-52.0,-4.666666666666667
-52.0,21.0
-52.0,-8.0
-66.0,16.333333333333332
-52.0,11.666666666666666
-52.0,17.666666666666668
-52.0,21.666666666666668
-52.0,21.333333333333332
-52.0,19.666666666666668
-52.0,19.666666666666668
-52.0,20.0
-59.0,19.333333333333332
-59.0,18.0
-52.0,21.666666666666668
-52.0,10.666666666666666
-52.0,19.666666666666668
-52.0,22.666666666666668
-52.0,20.0
-52.0,17.666666666666668
-52.0,13.0
-59.0,10.666666666666666
-59.0,4.333333333333333
-52.0,10.666666666666666
-52.0,19.0
-52.0,18.333333333333332
-52.0,21.666666666666668
-52.0,17.333333333333332
-52.0,22.666666666666668
-52.0,22.0
-52.0,3.6666666666666665
-59.0,18.666666666666668
-52.0,16.333333333333332
-59.0,20.0
-52.0,23.666666666666668
-52.0,18.333333333333332
-52.0,15.666666666666666
-52.0,17.333333333333332
-52.0,22.333333333333332
-52.0,18.666666666666668
-52.0,13.666666666666666
-52.0,12.666666666666666
-59.0,22.0
-52.0,19.333333333333332
-59.0,21.0
-52.0,22.666666666666668
-52.0,18.333333333333332
-52.0,20.333333333333332
-52.0,17.666666666666668
-52.0,23.0
-52.0,6.333333333333333
-52.0,20.0
-52.0,17.666666666666668
-59.0,10.333333333333334
-52.0,17.0
-52.0,17.0
-59.0,18.0
-52.0,22.0
-52.0,21.333333333333332
-52.0,24.333333333333332
-52.0,17.333333333333332
-52.0,21.0
-52.0,26.0
-52.0,25.0
-52.0,18.666666666666668
-52.0,20.333333333333332
-59.0,10.666666666666666
-52.0,20.0
-52.0,18.333333333333332
-59.0,11.666666666666666
-52.0,23.0
-52.0,17.0
-52.0,22.0
-52.0,10.0
-52.0,20.333333333333332
-52.0,18.333333333333332
-52.0,16.333333333333332
-52.0,20.0
-52.0,21.666666666666668
-59.0,23.333333333333332
-52.0,21.666666666666668
-52.0,19.666666666666668
-59.0,20.666666666666668
-52.0,14.0
-52.0,23.0
-52.0,22.666666666666668
-52.0,23.0
-52.0,22.0
-52.0,19.333333333333332
-52.0,19.333333333333332
-52.0,16.0
-52.0,17.666666666666668
-52.0,19.333333333333332
-59.0,18.666666666666668
-52.0,22.0
-52.0,21.0
-52.0,20.333333333333332
-59.0,19.333333333333332
-52.0,14.0
-52.0,22.666666666666668
-52.0,17.666666666666668
-52.0,17.0
-52.0,12.0
-52.0,22.666666666666668
-52.0,13.666666666666666
-52.0,15.666666666666666
-52.0,23.666666666666668
-52.0,20.0
-59.0,23.333333333333332
-52.0,18.666666666666668
-52.0,20.333333333333332
-52.0,16.0
-52.0,23.333333333333332
-59.0,19.333333333333332
-52.0,21.333333333333332
-52.0,20.0
-52.0,20.333333333333332
-52.0,24.666666666666668
-52.0,20.666666666666668
-52.0,15.333333333333334
-52.0,17.666666666666668
-52.0,19.666666666666668
-52.0,13.0
-52.0,24.333333333333332
-52.0,20.0
-59.0,3.6666666666666665
-52.0,16.0
-52.0,23.666666666666668
-52.0,22.666666666666668
-52.0,22.0
-59.0,17.0
-52.0,16.333333333333332
-52.0,24.666666666666668
-52.0,25.0
-52.0,11.666666666666666
-52.0,12.0
-52.0,19.0
-52.0,21.666666666666668
-52.0,16.0
-52.0,21.666666666666668
-52.0,20.666666666666668
-52.0,20.666666666666668
-59.0,22.333333333333332
-52.0,22.0
-52.0,22.666666666666668
-52.0,20.666666666666668
-52.0,18.666666666666668
-52.0,18.666666666666668
-59.0,24.0
-52.0,11.0
-52.0,23.333333333333332
-52.0,23.0
-52.0,23.333333333333332
-52.0,21.666666666666668
-52.0,18.666666666666668
-52.0,23.0
-52.0,17.666666666666668
-52.0,22.666666666666668
-52.0,23.0
-52.0,-1.3333333333333333
-52.0,21.0
-59.0,20.333333333333332
-52.0,23.333333333333332
-52.0,20.666666666666668
-52.0,23.333333333333332
-52.0,10.666666666666666
-52.0,22.0
-59.0,11.0
-52.0,21.333333333333332
-52.0,22.333333333333332
-52.0,17.666666666666668
-52.0,20.0
-52.0,17.0
-52.0,23.333333333333332
-52.0,21.333333333333332
-52.0,19.666666666666668
-52.0,19.666666666666668
-52.0,19.666666666666668
-52.0,21.333333333333332
-52.0,20.0
-52.0,21.666666666666668
-59.0,21.0
-52.0,17.333333333333332
-52.0,22.666666666666668
-52.0,22.666666666666668
-52.0,17.666666666666668
-52.0,19.0
-52.0,22.0
-59.0,21.666666666666668
-52.0,17.333333333333332
-52.0,20.666666666666668
-52.0,16.333333333333332
-52.0,15.333333333333334
-52.0,19.333333333333332
-52.0,16.333333333333332
-52.0,21.666666666666668
-52.0,23.666666666666668
-52.0,24.333333333333332
-52.0,21.666666666666668
-52.0,19.666666666666668
-52.0,14.333333333333334
-59.0,22.0
-52.0,19.333333333333332
-52.0,19.0
-52.0,18.666666666666668
-52.0,18.0
-52.0,19.333333333333332
-52.0,21.666666666666668
-52.0,23.333333333333332
-52.0,22.666666666666668
-59.0,16.666666666666668
-52.0,20.333333333333332
-52.0,21.333333333333332
-52.0,21.0
-52.0,21.333333333333332
-52.0,17.333333333333332
-52.0,23.0
-52.0,21.333333333333332
-52.0,20.333333333333332
-52.0,22.666666666666668
-52.0,18.666666666666668
-52.0,22.0
-52.0,20.0
-52.0,20.333333333333332
-59.0,20.666666666666668
-52.0,22.333333333333332
-52.0,21.0
-52.0,20.666666666666668
-52.0,22.666666666666668
-52.0,23.333333333333332
-52.0,21.333333333333332
-52.0,22.333333333333332
-52.0,24.333333333333332
-59.0,16.333333333333332
-66.0,22.666666666666668
-66.0,21.0
-66.0,19.666666666666668
-66.0,22.0
-52.0,22.0
-52.0,23.0
-66.0,18.666666666666668
-66.0,14.666666666666666
-52.0,19.0
-52.0,18.333333333333332
-52.0,22.0
-52.0,20.333333333333332
-52.0,19.666666666666668
-59.0,21.666666666666668
-52.0,17.666666666666668
-52.0,20.666666666666668
-66.0,16.666666666666668
-52.0,22.666666666666668
-52.0,23.333333333333332
-52.0,-3.6666666666666665
-52.0,24.333333333333332
-52.0,19.333333333333332
-66.0,20.666666666666668
-66.0,17.333333333333332
-52.0,17.0
-52.0,18.666666666666668
-52.0,20.333333333333332
-52.0,22.666666666666668
-52.0,16.0
-66.0,18.333333333333332
-52.0,23.333333333333332
-52.0,22.333333333333332
-52.0,22.0
-52.0,23.333333333333332
-59.0,13.0
-66.0,18.333333333333332
-66.0,22.666666666666668
-52.0,24.0
-59.0,17.333333333333332
-66.0,21.0
-66.0,21.0
-66.0,18.333333333333332
-66.0,20.0
-52.0,23.666666666666668
-52.0,21.666666666666668
-52.0,24.333333333333332
-52.0,22.666666666666668
-52.0,21.333333333333332
-52.0,22.0
-52.0,22.666666666666668
-52.0,22.666666666666668
-52.0,21.666666666666668
-66.0,24.0
-52.0,22.666666666666668
-52.0,26.0
-52.0,21.333333333333332
-52.0,19.0
-52.0,22.333333333333332
-52.0,23.333333333333332
-52.0,18.333333333333332
-52.0,22.0
-52.0,24.0
-66.0,21.666666666666668
-52.0,22.0
-73.0,18.0
-66.0,20.0
-52.0,24.0
-52.0,22.0
-66.0,24.333333333333332
-52.0,17.666666666666668
-52.0,22.333333333333332
-66.0,22.333333333333332
-66.0,20.0
-66.0,16.333333333333332
-59.0,22.0
-66.0,20.333333333333332
-66.0,23.666666666666668
-66.0,17.666666666666668
-66.0,24.0
-52.0,22.0
-52.0,21.0
-52.0,3.6666666666666665
-52.0,20.0
-52.0,18.666666666666668
-66.0,24.333333333333332
-66.0,22.333333333333332
-66.0,22.333333333333332
-66.0,19.0
-66.0,22.333333333333332
-66.0,20.666666666666668
-66.0,21.0
-73.0,19.333333333333332
-52.0,22.666666666666668
-52.0,21.0
-52.0,23.0
-52.0,23.666666666666668
-52.0,18.666666666666668
-52.0,20.333333333333332
-52.0,22.333333333333332
-66.0,19.666666666666668
-66.0,18.333333333333332
-66.0,19.333333333333332
-66.0,18.666666666666668
-66.0,23.0
-59.0,23.0
-52.0,18.666666666666668
-52.0,23.0
-52.0,22.0
-52.0,17.333333333333332
-52.0,20.333333333333332
-80.0,21.666666666666668
-80.0,21.333333333333332
-66.0,21.666666666666668
-52.0,23.666666666666668
-66.0,19.666666666666668
-52.0,23.666666666666668
-52.0,23.0
-52.0,15.666666666666666
-52.0,22.333333333333332
-52.0,21.666666666666668
-66.0,21.0
-66.0,23.666666666666668
-52.0,24.666666666666668
-59.0,23.333333333333332
-66.0,10.0
-59.0,25.333333333333332
-52.0,25.0
-52.0,18.333333333333332
-52.0,20.666666666666668
-66.0,19.333333333333332
-66.0,19.0
-66.0,22.0
-52.0,23.666666666666668
-52.0,23.0
-52.0,24.666666666666668
-52.0,22.0
-52.0,22.666666666666668
-52.0,24.333333333333332
-52.0,24.333333333333332
-52.0,19.333333333333332
-52.0,24.666666666666668
-52.0,22.333333333333332
-52.0,20.0
-52.0,23.666666666666668
-52.0,15.666666666666666
-66.0,20.0
-52.0,21.666666666666668
-52.0,21.333333333333332
-52.0,18.333333333333332
-52.0,19.666666666666668
-52.0,21.0
-52.0,21.666666666666668
-52.0,22.666666666666668
-59.0,21.0
-52.0,22.666666666666668
-66.0,22.0
-52.0,22.666666666666668
-52.0,23.333333333333332
-66.0,23.666666666666668
-59.0,23.333333333333332
-52.0,18.333333333333332
-52.0,19.333333333333332
-52.0,20.666666666666668
-52.0,22.666666666666668
-52.0,21.0
-52.0,19.0
-52.0,21.0
-52.0,22.666666666666668
-66.0,22.333333333333332
-52.0,22.666666666666668
-52.0,21.333333333333332
-52.0,22.0
-52.0,22.0
-52.0,20.666666666666668
-52.0,24.333333333333332
-52.0,18.666666666666668
-52.0,18.666666666666668
-52.0,22.666666666666668
-52.0,22.666666666666668
-52.0,24.666666666666668
-66.0,18.0
-52.0,18.666666666666668
-52.0,20.666666666666668
-52.0,23.333333333333332
-59.0,24.0
-52.0,24.0
-52.0,23.666666666666668
-52.0,23.0
-52.0,23.0
-52.0,22.0
-66.0,21.0
-52.0,18.333333333333332
-52.0,22.0
-59.0,18.0
-52.0,22.0
-52.0,24.333333333333332
-52.0,19.666666666666668
-52.0,22.0
-52.0,22.0
-52.0,23.666666666666668
-52.0,20.0
-52.0,23.0
-52.0,20.0
-52.0,17.0
-52.0,23.333333333333332
-52.0,18.666666666666668
-52.0,24.666666666666668
-52.0,2.6666666666666665
-52.0,21.0
-52.0,22.666666666666668
-52.0,22.333333333333332
-52.0,20.0
-52.0,21.333333333333332
-52.0,23.666666666666668
-52.0,19.0
-52.0,20.0
-66.0,19.666666666666668
-52.0,21.666666666666668
-59.0,23.666666666666668
-52.0,20.333333333333332
-52.0,24.333333333333332
-66.0,21.666666666666668
-52.0,22.333333333333332
-52.0,21.0
-52.0,24.0
-52.0,24.666666666666668
-52.0,17.333333333333332
-59.0,23.666666666666668
-52.0,22.333333333333332
-52.0,21.666666666666668
-66.0,23.333333333333332
-66.0,16.333333333333332
-66.0,24.0
-66.0,23.333333333333332
-66.0,22.666666666666668
-52.0,23.333333333333332
-52.0,24.666666666666668
-52.0,18.666666666666668
-52.0,22.333333333333332
-52.0,22.666666666666668
-66.0,17.0
-66.0,24.333333333333332
-52.0,24.666666666666668
-66.0,22.666666666666668
-52.0,23.333333333333332
-52.0,22.333333333333332
-66.0,17.0
-52.0,21.0
-52.0,19.333333333333332
-52.0,14.333333333333334
-52.0,24.333333333333332
-52.0,19.0
-59.0,21.333333333333332
-52.0,20.0
-52.0,20.666666666666668
-52.0,13.333333333333334
-52.0,21.666666666666668
-66.0,23.0
-66.0,20.333333333333332
-52.0,21.333333333333332
-52.0,23.333333333333332
-52.0,15.666666666666666
-52.0,9.0
-52.0,19.666666666666668
-52.0,21.333333333333332
-52.0,16.666666666666668
-52.0,22.0
-52.0,14.333333333333334
-52.0,22.666666666666668
-52.0,20.0
-52.0,25.333333333333332
-66.0,20.333333333333332
-66.0,25.666666666666668
-66.0,19.0
-59.0,23.666666666666668
-59.0,21.333333333333332
-52.0,22.666666666666668
-52.0,21.0
-52.0,24.0
-52.0,22.0
-52.0,21.666666666666668
-59.0,22.333333333333332
-52.0,21.666666666666668
-52.0,21.333333333333332
-52.0,23.333333333333332
-52.0,23.0
-66.0,21.333333333333332
-52.0,19.666666666666668
-52.0,22.333333333333332
-52.0,22.333333333333332
-66.0,21.0
-52.0,20.666666666666668
-52.0,20.0
-52.0,22.333333333333332
-52.0,25.333333333333332
-52.0,21.333333333333332
-52.0,21.333333333333332
-52.0,16.666666666666668
-52.0,18.0
-52.0,24.0
-52.0,22.666666666666668
-66.0,22.0
-66.0,24.666666666666668
-66.0,24.333333333333332
-66.0,21.0
-52.0,21.0
-52.0,25.666666666666668
-52.0,23.666666666666668
-52.0,23.666666666666668
-52.0,22.0
-52.0,24.0
-52.0,24.666666666666668
-52.0,24.666666666666668
-52.0,23.666666666666668
-59.0,18.666666666666668
-52.0,20.333333333333332
-52.0,24.333333333333332
-52.0,23.333333333333332
-59.0,24.666666666666668
-52.0,22.0
-52.0,21.666666666666668
-52.0,18.666666666666668
-52.0,22.333333333333332
-52.0,21.0
-52.0,22.333333333333332
-52.0,22.666666666666668
-66.0,20.0
-52.0,20.333333333333332
-52.0,18.0
-52.0,25.0
-52.0,23.333333333333332
-52.0,22.333333333333332
-52.0,20.333333333333332
-52.0,23.0
-52.0,21.333333333333332
-52.0,23.0
-52.0,21.333333333333332
-52.0,24.666666666666668
-52.0,22.0
-52.0,21.333333333333332
-52.0,19.0
-52.0,24.666666666666668
-52.0,23.666666666666668
-66.0,18.333333333333332
-66.0,24.666666666666668
-66.0,23.666666666666668
-66.0,18.333333333333332
-52.0,20.0
-66.0,21.0
-52.0,23.333333333333332
-52.0,19.666666666666668
-52.0,23.666666666666668
-52.0,18.333333333333332
-52.0,25.333333333333332
-52.0,18.0
-52.0,21.666666666666668
-66.0,19.666666666666668
-66.0,19.0
-73.0,20.0
-52.0,23.666666666666668
-66.0,21.666666666666668
-59.0,24.666666666666668
-52.0,22.0
-52.0,21.0
-52.0,19.666666666666668
-52.0,23.0
-66.0,22.0
-66.0,24.666666666666668
-66.0,21.666666666666668
-66.0,21.666666666666668
-66.0,21.0
-52.0,19.333333333333332
-52.0,23.333333333333332
-52.0,24.666666666666668
-52.0,22.0
-52.0,21.0
-52.0,24.666666666666668
-52.0,25.0
-52.0,24.333333333333332
-52.0,19.333333333333332
-52.0,19.666666666666668
-52.0,20.666666666666668
-66.0,22.666666666666668
-52.0,21.0
-52.0,23.0
-52.0,22.333333333333332
-52.0,21.0
-52.0,20.333333333333332
-52.0,24.0
-66.0,23.333333333333332
-66.0,23.333333333333332
-66.0,23.333333333333332
-52.0,21.0
-66.0,21.0
-66.0,22.333333333333332
-52.0,25.333333333333332
-52.0,21.666666666666668
-52.0,23.666666666666668
-52.0,22.666666666666668
-52.0,22.666666666666668
-59.0,21.0
-52.0,17.666666666666668
-59.0,23.666666666666668
-66.0,24.333333333333332
-52.0,23.666666666666668
-52.0,21.666666666666668
-52.0,20.666666666666668
-52.0,21.666666666666668
-52.0,23.333333333333332
-52.0,23.0
-52.0,22.333333333333332
-66.0,22.333333333333332
-52.0,22.666666666666668
-52.0,21.0
-52.0,21.666666666666668
-52.0,22.0
-52.0,24.0
-52.0,19.666666666666668
-52.0,22.0
-52.0,22.666666666666668
-52.0,25.0
-66.0,21.0
-52.0,24.0
-52.0,22.333333333333332
-52.0,23.333333333333332
-52.0,24.0
-52.0,15.333333333333334
-52.0,21.666666666666668
-52.0,21.0
-52.0,20.666666666666668
-52.0,22.666666666666668
-66.0,24.666666666666668
-52.0,25.0
-52.0,22.333333333333332
-52.0,22.0
-52.0,23.333333333333332
-52.0,22.666666666666668
-52.0,20.666666666666668
-52.0,21.333333333333332
-52.0,23.666666666666668
-52.0,22.0
-59.0,20.666666666666668
-52.0,22.666666666666668
-52.0,25.0
-52.0,24.0
-59.0,20.333333333333332
-52.0,21.666666666666668
-66.0,21.333333333333332
-66.0,20.333333333333332
-52.0,23.666666666666668
-52.0,23.0
-52.0,24.0
-52.0,20.0
-52.0,25.333333333333332
-52.0,19.333333333333332
-52.0,22.666666666666668
-52.0,20.666666666666668
-52.0,22.0
-52.0,24.666666666666668
-52.0,19.0
-52.0,24.666666666666668
-52.0,22.0
-52.0,24.666666666666668
-52.0,20.0
-52.0,22.333333333333332
-52.0,24.333333333333332
-52.0,21.333333333333332
-52.0,22.666666666666668
-52.0,23.666666666666668
-52.0,22.666666666666668
-52.0,22.333333333333332
-52.0,22.0
-52.0,23.333333333333332
-52.0,20.666666666666668
-52.0,22.333333333333332
-52.0,22.333333333333332
-52.0,19.666666666666668
-52.0,23.333333333333332
-52.0,22.0
-52.0,24.666666666666668
-52.0,19.666666666666668
-52.0,22.333333333333332
-52.0,23.666666666666668
-52.0,16.333333333333332
-52.0,20.0
-52.0,20.333333333333332
-59.0,24.0
-52.0,19.333333333333332
-52.0,24.333333333333332
-59.0,22.666666666666668
-52.0,21.333333333333332
-52.0,20.666666666666668
-52.0,24.666666666666668
-52.0,22.666666666666668
-52.0,21.666666666666668
-52.0,22.333333333333332
-52.0,25.0
-52.0,24.333333333333332
-52.0,21.0
-52.0,22.333333333333332
-52.0,21.333333333333332
-52.0,22.666666666666668
-52.0,22.0
-52.0,21.666666666666668
-52.0,22.0
-52.0,19.333333333333332
-52.0,23.666666666666668
-52.0,24.666666666666668
-52.0,24.333333333333332
-52.0,23.666666666666668
-52.0,18.333333333333332
-52.0,23.333333333333332
-52.0,24.333333333333332
-52.0,24.333333333333332
-52.0,22.666666666666668
-52.0,21.333333333333332
-52.0,21.333333333333332
-52.0,21.666666666666668
-52.0,24.0
-52.0,23.0
-52.0,22.666666666666668
-52.0,22.0
-66.0,24.333333333333332
-66.0,19.666666666666668
-66.0,21.333333333333332
-66.0,21.333333333333332
-66.0,25.0
-66.0,22.333333333333332
-66.0,18.0
-66.0,22.0
-66.0,22.333333333333332
-59.0,24.333333333333332
-52.0,22.333333333333332
-52.0,22.333333333333332
-52.0,20.0
-52.0,23.666666666666668
-52.0,20.333333333333332
-52.0,23.666666666666668
-52.0,23.333333333333332
-52.0,21.333333333333332
-52.0,22.666666666666668
-59.0,22.666666666666668
-52.0,21.666666666666668
-52.0,24.333333333333332
-52.0,22.0
-52.0,20.666666666666668
-66.0,19.666666666666668
-52.0,22.333333333333332
-52.0,25.0
-52.0,22.666666666666668
-52.0,21.0
-52.0,23.0
