29.92,26.16,27.2,45.2,23.68,41.76
22.56,26.24,23.68,34.32,29.04,51.6
22.16,28.16,25.04,33.2,25.12,30.72
24.48,24.88,25.04,29.2,24.24,36.32
37.04,37.44,27.52,35.04,28.08,54.0
30.16,23.12,48.0,32.88,27.28,41.36
31.6,28.96,24.88,27.44,24.96,37.36
34.4,32.88,26.32,31.12,27.76,39.52
25.76,28.16,29.12,43.52,28.72,46.32
22.24,24.32,23.28,28.88,23.12,40.4
24.48,29.84,26.32,39.28,25.36,47.92
30.32,27.68,26.24,44.96,29.2,44.16
26.88,20.56,24.08,24.24,35.04,47.52
31.92,27.92,26.32,26.64,24.56,37.84
22.32,30.32,40.96,30.64,17.84,39.6
29.44,24.64,23.44,32.72,30.32,40.4
25.44,23.84,24.88,28.08,24.48,32.64
28.4,22.0,24.48,33.28,28.16,43.92
35.68,26.56,28.72,25.44,22.64,42.88
35.84,34.72,30.96,31.52,24.48,30.88
52.64,22.8,22.0,28.16,25.44,37.6
23.84,27.04,30.24,32.0,33.44,38.96
22.96,22.8,24.08,40.56,26.72,46.48
27.84,30.96,32.64,33.04,22.56,42.8
20.96,27.04,28.08,31.52,19.12,42.96
29.04,20.8,31.76,28.16,26.08,35.28
24.88,25.44,26.24,22.56,24.08,45.28
24.4,28.72,25.6,32.32,23.6,27.36
20.0,35.2,25.68,33.44,30.8,46.16
22.48,23.68,30.4,33.6,22.96,47.12
22.16,27.44,24.56,31.84,26.8,31.6
25.68,24.56,28.96,27.68,25.2,43.12
24.4,27.44,24.96,39.04,21.92,49.68
22.72,50.64,25.76,28.0,22.56,44.0
29.04,25.6,23.84,37.12,22.56,41.36
31.52,32.32,24.48,27.6,24.4,35.84
24.32,35.04,31.12,35.28,23.28,31.68
26.48,35.2,37.44,33.68,31.12,58.56
21.12,29.92,25.52,33.04,25.04,41.28
22.48,21.84,26.96,36.48,26.96,43.6
25.68,19.68,26.88,33.12,28.64,44.56
33.84,37.04,27.28,33.52,24.72,42.32
30.48,23.36,26.32,30.4,31.92,25.52
26.56,30.72,28.16,36.96,26.08,35.84
25.2,33.52,26.0,39.92,25.68,39.28
29.28,23.52,25.92,36.8,29.12,39.44
19.44,29.36,28.24,31.36,24.72,30.32
21.68,32.72,28.4,37.92,20.16,29.28
25.2,28.0,28.16,38.0,23.36,46.88
22.32,22.08,25.92,40.32,32.88,39.12
27.68,28.64,27.92,23.68,32.32,40.48
23.36,24.64,32.4,31.52,27.36,43.84
27.28,26.48,27.6,38.56,24.16,55.84
23.76,24.88,25.52,34.48,30.32,49.68
34.16,26.72,26.24,33.04,22.08,21.44
21.36,22.24,25.28,41.44,33.12,39.2
23.44,22.64,28.8,33.76,25.84,36.64
27.36,22.64,26.08,36.8,24.48,40.48
27.68,30.4,33.36,34.72,23.84,22.56
20.64,22.0,27.2,37.12,23.04,46.4
24.08,21.6,24.64,37.12,29.28,43.04
22.56,34.16,27.04,39.44,24.72,35.68
33.04,36.24,31.28,43.76,35.44,42.24
28.32,26.72,37.84,41.12,38.24,56.96
21.2,26.88,32.32,45.84,21.68,58.48
23.12,26.64,26.56,31.84,28.08,38.96
20.72,25.28,27.92,30.88,35.6,33.36
22.08,21.68,41.2,33.68,47.44,58.08
19.36,23.52,28.64,35.28,32.96,46.0
22.0,28.8,24.08,39.84,30.08,31.84
35.12,24.16,26.4,45.36,29.76,41.28
26.56,23.36,27.36,34.0,24.96,28.4
22.16,25.92,35.92,35.6,35.92,43.44
21.2,24.32,28.64,29.36,27.12,32.56
21.52,34.96,24.64,37.76,25.04,33.44
41.76,36.32,28.24,49.28,31.76,39.2
21.36,44.72,27.76,37.2,24.56,26.32
30.08,26.08,29.28,37.84,25.04,30.72
21.76,22.16,32.16,29.92,27.76,31.36
25.52,21.76,24.96,29.12,20.4,30.4
34.24,28.72,27.52,28.64,24.0,47.2
22.88,23.12,25.76,35.6,21.68,43.76
37.92,28.48,27.92,40.88,25.68,37.36
19.36,22.32,35.6,31.68,24.16,36.8
20.8,24.48,27.68,47.28,25.6,42.08
21.84,28.48,22.4,28.56,19.84,46.64
25.76,38.4,27.28,27.44,26.96,41.36
28.72,22.16,27.12,36.56,21.76,55.68
29.2,26.16,28.16,26.08,17.52,35.84
24.56,24.96,25.84,34.8,19.2,33.84
27.84,30.72,27.6,31.12,24.48,41.84
26.32,28.56,30.08,40.16,23.44,42.0
30.24,24.88,29.84,26.64,22.48,29.6
29.44,22.48,23.92,37.36,24.56,48.48
32.24,30.56,26.48,32.8,31.28,42.72
20.56,31.52,30.48,26.32,26.08,42.16
33.2,24.88,28.8,34.08,26.88,48.24
21.84,24.0,29.04,27.2,33.12,44.8
24.08,46.72,25.44,30.32,25.04,40.16
21.68,32.16,26.08,35.2,20.56,26.8
20.96,24.0,28.24,35.2,25.12,37.12
22.0,22.96,31.36,43.2,28.56,32.4
21.68,24.56,27.2,30.08,30.48,40.72
37.52,26.4,29.44,40.08,27.04,47.84
23.28,23.6,24.16,37.52,22.4,52.4
26.96,20.8,34.8,42.08,32.0,29.6
21.68,25.84,27.12,32.56,22.8,55.76
27.28,23.68,27.28,47.84,25.68,48.64
20.24,40.0,25.2,34.56,36.48,38.88
34.8,27.44,25.84,32.32,32.96,31.68
23.2,34.0,29.92,30.48,34.64,38.8
37.2,34.08,25.68,32.96,21.28,56.4
27.36,25.52,29.92,36.96,21.84,40.32
26.48,27.68,24.08,34.56,25.12,38.24
26.4,24.72,26.4,27.28,23.44,43.6
26.64,31.36,28.16,30.32,25.6,30.48
22.8,28.32,28.08,30.0,28.48,51.44
23.6,25.6,28.08,28.24,28.56,40.16
24.56,31.76,23.36,29.04,29.12,35.92
29.84,23.84,27.68,36.88,19.04,42.96
22.96,27.6,29.12,26.88,24.8,51.76
33.04,23.92,28.96,38.0,30.08,36.32
21.52,22.08,26.96,33.44,19.04,44.0
21.52,29.12,24.96,32.32,25.12,42.64
23.36,34.96,28.32,38.64,32.8,50.96
36.4,31.04,23.52,26.64,22.48,41.84
28.32,27.76,27.2,27.6,26.16,38.88
21.52,25.28,23.04,32.88,25.28,60.64
32.72,22.24,24.0,32.16,26.96,41.44
27.36,38.16,25.44,28.32,26.88,40.08
22.32,32.16,25.2,39.6,32.0,41.2
19.36,26.08,25.36,32.96,22.8,29.44
28.72,23.92,29.2,31.04,30.56,46.4
30.0,24.88,24.08,32.88,29.12,41.44
28.8,26.96,26.8,35.6,36.88,44.4
24.64,27.84,27.2,30.24,34.16,35.2
30.88,22.08,29.84,31.36,20.4,33.92
21.36,38.4,25.68,31.52,24.4,54.0
31.12,28.8,34.4,26.56,22.0,48.88
26.56,25.92,24.32,21.76,21.84,43.52
20.88,29.12,27.52,41.28,25.12,48.56
23.12,26.24,25.28,27.36,31.76,40.96
35.84,26.4,35.92,35.12,31.6,37.44
23.36,26.88,27.76,32.96,24.72,34.48
27.12,26.64,29.04,32.96,33.36,38.56
19.92,34.48,26.96,33.12,26.88,43.68
30.4,27.28,24.16,33.76,23.76,42.32
27.36,25.6,26.96,28.16,30.56,31.04
20.56,25.68,32.24,37.28,23.04,49.12
30.08,29.68,27.36,31.2,26.56,52.64
30.4,26.72,29.04,47.12,35.28,31.36
25.28,26.48,29.6,42.96,19.04,53.68
22.16,38.08,43.44,30.0,32.48,48.64
25.44,27.76,25.28,42.64,27.6,42.08
29.04,22.32,30.96,29.44,35.84,39.6
30.08,23.84,26.96,32.24,26.08,35.76
40.48,24.24,27.44,36.24,26.24,45.76
20.48,21.04,27.6,36.64,30.24,50.24
27.6,30.16,39.92,32.56,24.4,38.32
22.72,44.56,28.24,39.44,30.0,50.8
21.76,34.64,21.12,24.8,24.64,60.96
18.24,28.72,26.24,34.24,27.76,40.0
22.24,27.04,25.12,30.8,28.24,29.76
22.72,22.8,26.96,36.24,18.32,31.84
23.44,33.04,39.04,32.64,31.28,46.24
22.56,25.84,26.24,37.2,24.16,28.88
24.24,25.04,28.0,36.8,25.44,45.04
27.04,32.4,24.8,36.16,22.08,43.52
20.72,23.84,29.6,31.52,22.32,43.12
36.08,26.16,30.64,28.32,29.2,35.36
24.64,28.88,25.92,32.08,23.92,48.4
