greedy,constant-epsilon,epsilon-greedy,boltzmann-exploration
28.8,38.96,31.52,44.16
28.36,42.4,36.92,45.2
33.36,49.0,34.64,41.88
32.16,40.32,32.52,42.52
30.88,39.16,29.24,42.64
31.8,43.96,34.8,41.36
31.48,39.56,30.4,44.0
30.08,38.32,29.72,46.68
30.16,38.6,39.6,47.48
33.48,38.16,30.2,43.24
29.64,42.96,27.6,45.0
32.04,41.0,35.4,51.08
34.08,43.68,28.28,38.36
32.84,39.08,31.84,46.44
33.24,34.56,30.84,48.88
30.08,36.44,29.84,39.84
31.64,42.92,30.8,38.64
26.72,38.6,33.44,42.56
29.68,38.96,33.68,44.08
28.72,38.16,29.84,46.76
29.8,39.0,28.12,44.08
30.24,39.8,31.08,44.68
30.84,42.6,30.2,46.0
29.24,45.92,32.04,39.96
29.0,46.88,27.36,41.52
28.0,36.24,33.64,44.92
32.4,29.52,31.8,41.04
31.88,36.2,32.56,38.28
30.04,37.32,32.12,34.32
33.52,37.68,33.16,45.32
27.8,38.04,33.4,42.08
26.68,43.0,31.08,44.48
26.44,48.36,32.08,44.4
30.16,38.0,30.56,46.0
30.6,39.16,31.28,39.32
23.44,36.96,30.36,43.0
29.92,41.0,32.28,44.4
27.92,44.08,30.04,45.92
29.16,37.0,27.4,41.56
33.72,41.76,33.16,44.76
28.6,38.52,34.32,50.8
32.84,44.96,31.88,42.68
29.64,40.48,32.08,49.56
26.72,41.12,33.28,45.4
30.88,40.72,31.84,51.92
31.4,42.76,29.28,40.6
32.0,43.56,32.16,47.2
28.04,34.72,31.24,41.2
33.08,39.32,37.04,43.16
26.8,35.6,32.4,49.08
30.64,39.68,29.44,46.36
29.16,38.76,34.48,43.36
32.08,38.72,34.6,46.6
29.76,39.44,34.16,44.4
27.8,42.24,26.36,49.48
31.72,40.0,33.76,43.28
32.44,43.6,32.12,57.56
29.4,38.52,30.8,43.68
31.8,42.16,31.12,45.84
36.52,36.92,35.56,46.88
27.48,39.88,36.24,46.4
30.68,44.44,32.64,47.52
30.36,38.2,28.72,40.88
28.0,37.8,29.56,44.96
30.52,38.04,34.16,44.64
34.52,39.4,35.52,40.68
34.28,44.64,33.68,50.52
27.96,40.16,27.76,49.32
28.68,40.08,31.6,34.72
30.92,38.64,31.76,46.48
32.4,41.48,27.8,44.84
32.04,35.56,32.36,47.44
27.04,35.48,30.72,45.56
30.76,37.36,34.08,44.32
31.64,44.24,35.56,44.44
31.0,38.28,29.96,39.48
30.4,44.08,28.4,45.04
30.92,40.32,35.12,51.24
34.64,41.72,34.92,47.6
33.36,39.44,30.88,42.96
31.64,36.08,31.12,40.96
36.6,32.68,33.92,48.44
28.64,32.8,30.8,48.28
30.76,42.48,32.64,45.36
31.6,35.4,32.12,46.88
24.88,44.2,30.76,47.48
33.24,38.68,32.76,46.24
30.92,34.84,33.28,44.04
33.48,44.76,36.52,47.4
32.2,40.28,31.84,41.68
25.68,40.56,32.8,45.32
32.6,40.16,35.2,51.16
28.96,32.52,32.64,47.6
31.8,40.76,31.44,48.8
29.92,38.32,31.96,41.48
30.12,37.52,34.76,40.12
28.64,43.24,29.84,38.04
30.88,36.88,31.32,50.12
28.84,36.32,30.88,45.76
34.24,46.36,33.44,40.76
34.6,35.6,28.08,43.56
33.28,38.0,29.28,52.4
32.4,41.16,31.4,44.24
30.04,38.4,35.96,50.68
32.4,38.24,29.32,40.28
33.92,41.2,29.84,45.84
28.96,37.68,36.2,46.2
29.12,42.32,33.24,44.08
31.2,42.52,29.8,46.72
29.04,38.52,32.28,44.12
30.2,39.16,32.48,50.2
26.2,45.32,29.16,47.72
35.64,33.92,32.68,48.88
28.2,40.04,31.0,47.48
30.84,38.28,36.28,47.96
31.88,41.36,32.72,48.96
32.16,40.96,30.32,41.64
29.16,42.4,36.32,47.44
29.6,38.0,31.32,45.04
31.68,39.88,33.36,49.68
32.36,38.0,32.76,43.4
32.6,43.24,28.44,44.4
30.36,34.6,32.36,50.12
28.04,42.6,30.92,48.16
30.44,45.64,34.4,43.84
32.8,40.0,35.92,46.44
30.08,35.08,36.32,52.0
30.28,35.48,31.84,57.84
27.28,40.04,31.48,47.92
35.32,43.04,31.04,42.44
29.2,43.84,32.4,45.44
34.32,42.88,34.56,41.0
33.76,41.28,32.04,46.16
31.8,44.4,35.76,40.92
29.4,40.32,29.48,51.36
28.08,38.0,32.52,44.16
34.28,40.16,34.72,49.2
32.6,39.04,31.0,47.48
30.28,41.76,34.32,45.44
35.64,45.16,33.96,47.4
27.96,36.72,30.52,43.16
