"(0, 1000, 'greedy', 0, 1)","(0, 1000, 'greedy', 0, 5)","(0, 1000, 'greedy', 0, 10)","(0, 1000, 'greedy', 0, 20)","(0, 1000, 'constant-epsilon', 0.1, 1)","(0, 1000, 'constant-epsilon', 0.1, 5)","(0, 1000, 'constant-epsilon', 0.1, 10)","(0, 1000, 'constant-epsilon', 0.1, 20)","(0, 1000, 'epsilon_greedy', 0.1, 1)","(0, 1000, 'epsilon_greedy', 0.1, 5)","(0, 1000, 'epsilon_greedy', 0.1, 10)","(0, 1000, 'epsilon_greedy', 0.1, 20)","(0, 1000, 'boltzmann_exploration', 1.5, 1)","(0, 1000, 'boltzmann_exploration', 1.5, 5)","(0, 1000, 'boltzmann_exploration', 1.5, 10)","(0, 1000, 'boltzmann_exploration', 1.5, 20)","(0.25, 1000, 'greedy', 0, 1)","(0.25, 1000, 'greedy', 0, 5)","(0.25, 1000, 'greedy', 0, 10)","(0.25, 1000, 'greedy', 0, 20)","(0.25, 1000, 'constant-epsilon', 0.1, 1)","(0.25, 1000, 'constant-epsilon', 0.1, 5)","(0.25, 1000, 'constant-epsilon', 0.1, 10)","(0.25, 1000, 'constant-epsilon', 0.1, 20)","(0.25, 1000, 'epsilon_greedy', 0.1, 1)","(0.25, 1000, 'epsilon_greedy', 0.1, 5)","(0.25, 1000, 'epsilon_greedy', 0.1, 10)","(0.25, 1000, 'epsilon_greedy', 0.1, 20)","(0.25, 1000, 'boltzmann_exploration', 1.5, 1)","(0.25, 1000, 'boltzmann_exploration', 1.5, 5)","(0.25, 1000, 'boltzmann_exploration', 1.5, 10)","(0.25, 1000, 'boltzmann_exploration', 1.5, 20)","(0.5, 1000, 'greedy', 0, 1)","(0.5, 1000, 'greedy', 0, 5)","(0.5, 1000, 'greedy', 0, 10)","(0.5, 1000, 'greedy', 0, 20)","(0.5, 1000, 'constant-epsilon', 0.1, 1)","(0.5, 1000, 'constant-epsilon', 0.1, 5)","(0.5, 1000, 'constant-epsilon', 0.1, 10)","(0.5, 1000, 'constant-epsilon', 0.1, 20)","(0.5, 1000, 'epsilon_greedy', 0.1, 1)","(0.5, 1000, 'epsilon_greedy', 0.1, 5)","(0.5, 1000, 'epsilon_greedy', 0.1, 10)","(0.5, 1000, 'epsilon_greedy', 0.1, 20)","(0.5, 1000, 'boltzmann_exploration', 1.5, 1)","(0.5, 1000, 'boltzmann_exploration', 1.5, 5)","(0.5, 1000, 'boltzmann_exploration', 1.5, 10)","(0.5, 1000, 'boltzmann_exploration', 1.5, 20)","(0.75, 1000, 'greedy', 0, 1)","(0.75, 1000, 'greedy', 0, 5)","(0.75, 1000, 'greedy', 0, 10)","(0.75, 1000, 'greedy', 0, 20)","(0.75, 1000, 'constant-epsilon', 0.1, 1)","(0.75, 1000, 'constant-epsilon', 0.1, 5)","(0.75, 1000, 'constant-epsilon', 0.1, 10)","(0.75, 1000, 'constant-epsilon', 0.1, 20)","(0.75, 1000, 'epsilon_greedy', 0.1, 1)","(0.75, 1000, 'epsilon_greedy', 0.1, 5)","(0.75, 1000, 'epsilon_greedy', 0.1, 10)","(0.75, 1000, 'epsilon_greedy', 0.1, 20)","(0.75, 1000, 'boltzmann_exploration', 1.5, 1)","(0.75, 1000, 'boltzmann_exploration', 1.5, 5)","(0.75, 1000, 'boltzmann_exploration', 1.5, 10)","(0.75, 1000, 'boltzmann_exploration', 1.5, 20)","(1, 1000, 'greedy', 0, 1)","(1, 1000, 'greedy', 0, 5)","(1, 1000, 'greedy', 0, 10)","(1, 1000, 'greedy', 0, 20)","(1, 1000, 'constant-epsilon', 0.1, 1)","(1, 1000, 'constant-epsilon', 0.1, 5)","(1, 1000, 'constant-epsilon', 0.1, 10)","(1, 1000, 'constant-epsilon', 0.1, 20)","(1, 1000, 'epsilon_greedy', 0.1, 1)","(1, 1000, 'epsilon_greedy', 0.1, 5)","(1, 1000, 'epsilon_greedy', 0.1, 10)","(1, 1000, 'epsilon_greedy', 0.1, 20)","(1, 1000, 'boltzmann_exploration', 1.5, 1)","(1, 1000, 'boltzmann_exploration', 1.5, 5)","(1, 1000, 'boltzmann_exploration', 1.5, 10)","(1, 1000, 'boltzmann_exploration', 1.5, 20)"
34.88,62.92,63.52,63.84,32.92,48.56,49.48,45.28,34.08,48.72,47.68,47.84,32.76,41.36,35.64,39.72,34.88,62.32,62.08,63.84,30.32,44.48,45.76,46.8,34.0,49.12,46.04,44.96,32.76,43.64,45.84,38.72,34.88,63.28,62.36,63.84,30.16,47.72,50.04,45.08,31.4,49.6,48.52,40.88,32.76,43.4,47.64,42.4,34.88,63.28,63.08,63.84,30.04,43.76,45.48,48.84,31.6,49.0,43.92,50.56,32.76,52.04,48.36,43.16,34.88,63.44,62.96,63.84,29.96,45.6,46.2,48.2,30.44,49.84,48.0,48.12,32.88,54.6,44.72,44.64
33.56,59.12,64.12,65.24,33.68,44.92,46.52,49.0,34.76,48.44,45.32,46.08,32.76,37.96,40.28,35.92,33.56,58.36,64.44,65.24,33.28,45.96,49.84,45.2,34.8,42.16,47.08,46.64,32.84,40.64,40.08,42.24,33.56,60.04,62.92,65.24,34.4,46.76,40.6,39.72,34.24,45.36,48.52,47.44,32.84,42.64,41.28,44.84,33.56,60.04,60.8,65.24,34.84,45.4,44.92,47.64,34.48,45.52,46.4,45.08,32.84,46.16,50.4,44.8,33.56,62.6,62.76,65.24,34.12,45.76,47.68,48.64,33.84,47.36,48.24,42.2,33.16,47.28,48.72,44.12
33.96,61.4,60.6,61.36,32.16,47.08,45.48,40.24,32.64,45.28,44.56,42.88,32.24,39.64,32.0,34.96,33.96,60.36,60.72,61.36,32.0,47.88,46.44,43.72,30.72,45.48,44.6,45.04,32.52,43.84,40.8,39.6,33.96,60.68,59.52,61.36,33.24,41.52,46.44,49.16,31.92,43.6,45.72,42.56,32.52,42.84,39.32,40.72,33.96,60.68,59.88,61.36,33.52,42.44,44.32,49.64,32.76,44.28,40.88,43.44,32.52,43.28,48.28,45.28,33.96,59.92,59.44,61.36,33.56,45.4,48.0,43.4,32.72,45.28,45.48,46.56,32.76,46.4,45.72,46.8
31.2,62.96,65.68,67.72,30.76,48.24,50.64,44.16,31.56,44.8,52.8,49.76,33.92,37.6,36.12,36.72,31.2,62.84,63.56,67.72,30.68,50.68,52.8,47.32,33.92,49.68,55.36,50.76,33.92,43.04,42.36,45.64,31.2,62.88,63.32,67.72,30.44,50.16,50.12,46.92,33.12,52.76,51.76,47.76,33.92,44.12,39.8,45.44,31.2,62.88,62.36,67.72,31.08,50.8,50.12,52.4,33.4,50.56,54.52,52.08,33.92,46.04,49.36,48.52,31.2,63.04,63.36,67.72,31.72,45.2,49.12,53.04,32.36,50.28,52.56,50.92,34.32,47.48,50.48,52.8
32.96,65.76,68.16,68.4,33.36,55.08,56.24,50.76,35.68,56.92,52.88,48.24,35.04,41.64,39.8,34.36,32.96,63.24,65.52,68.4,34.72,54.72,52.68,47.56,35.08,50.72,55.12,53.92,35.04,44.4,40.32,41.28,32.96,63.08,65.72,68.4,34.84,51.36,47.44,51.48,33.6,51.6,51.16,49.64,35.04,41.68,45.72,42.96,32.96,63.08,65.48,68.4,34.64,53.08,54.16,53.48,35.68,55.04,48.24,54.2,35.04,43.92,53.0,44.04,32.96,63.84,66.68,68.4,33.84,52.68,53.68,52.92,33.96,54.92,55.0,51.76,33.88,47.2,51.44,50.72
31.64,62.88,65.08,66.2,34.6,50.0,47.76,46.56,33.72,47.52,48.0,47.36,33.6,41.6,40.08,37.0,31.64,63.84,65.08,66.2,34.4,51.52,48.6,51.84,33.64,44.68,48.76,48.4,33.6,46.72,46.4,36.4,31.64,63.6,64.44,66.2,34.32,48.12,47.32,50.56,34.2,55.2,45.76,45.84,33.6,51.4,52.28,41.32,31.64,63.6,62.92,66.2,34.0,50.28,46.44,49.8,34.28,53.6,47.92,48.04,33.6,49.0,51.48,43.96,31.64,64.32,64.2,66.2,33.84,50.56,47.84,50.36,34.4,50.88,50.6,48.64,33.84,47.92,46.6,49.16
29.52,64.0,64.72,66.0,32.76,53.6,47.96,47.12,34.32,51.04,51.88,50.04,33.76,41.08,35.0,35.64,29.52,66.68,64.32,66.0,32.44,51.76,47.36,48.84,34.28,50.12,51.32,53.64,33.76,44.32,42.32,38.2,29.52,67.24,65.04,66.0,34.04,50.92,50.64,46.08,34.96,51.28,45.2,46.28,33.76,47.32,38.24,44.48,29.52,67.24,65.32,66.0,33.72,49.88,46.92,54.32,31.8,54.36,54.48,44.92,33.76,44.2,40.56,44.08,29.52,67.8,64.92,66.0,36.84,54.72,47.0,47.72,31.28,47.96,47.68,48.04,34.04,49.44,43.84,43.88
30.68,63.32,68.12,68.32,32.6,53.24,51.6,47.44,34.4,48.16,52.16,47.24,33.68,45.84,43.92,45.92,30.68,59.76,66.76,68.32,33.56,50.56,48.36,50.72,33.56,49.32,47.28,46.84,33.68,51.36,46.8,50.8,30.68,59.92,66.84,68.32,34.72,51.08,50.52,45.88,34.44,48.08,49.8,43.52,33.68,56.28,47.32,55.64,30.68,59.92,69.28,68.32,34.4,46.4,51.0,54.16,34.36,44.92,49.52,49.72,33.68,59.52,57.16,52.72,30.68,62.36,68.96,68.32,32.16,46.88,46.68,51.52,32.96,48.88,44.88,49.76,33.96,58.44,56.56,51.84
32.16,58.04,59.56,60.64,32.0,46.16,43.4,40.36,32.92,49.0,46.64,39.92,32.8,37.88,36.84,37.8,32.16,58.84,60.0,60.64,31.52,41.2,40.2,44.24,33.84,45.6,44.84,45.96,32.8,43.44,37.64,37.08,32.16,60.8,57.76,60.64,30.0,46.84,45.04,42.28,32.24,45.56,41.4,42.44,32.8,40.8,37.12,41.92,32.16,60.8,57.88,60.64,30.28,42.08,42.36,44.48,32.4,45.72,47.2,41.12,32.8,44.64,45.32,44.56,32.16,60.12,57.56,60.64,31.44,42.36,43.2,47.76,33.36,41.6,49.64,42.52,32.92,51.92,45.16,45.08
36.04,64.44,66.72,66.88,33.88,46.56,47.12,41.92,33.8,43.04,50.48,41.36,34.36,39.0,37.52,38.36,36.04,66.72,67.16,66.88,33.2,47.92,48.0,46.6,35.24,46.32,47.64,45.24,34.36,45.0,43.52,46.44,36.04,67.12,66.92,66.88,32.6,52.6,47.56,42.12,34.32,52.16,45.48,47.6,34.36,50.68,42.8,41.6,36.04,67.12,66.84,66.88,32.48,43.56,38.68,51.72,34.16,48.48,46.24,46.88,34.36,49.68,53.24,49.6,36.04,67.4,66.4,66.88,33.8,43.68,45.12,49.12,36.48,44.96,45.36,44.4,34.48,51.56,45.76,54.28
34.0,60.48,59.28,60.36,30.88,40.96,43.56,43.4,30.8,46.32,40.36,47.64,32.76,43.24,32.68,36.72,34.0,60.72,59.8,60.36,30.56,43.2,48.28,51.76,30.36,44.36,47.96,48.36,32.8,43.64,39.0,40.28,34.0,61.48,59.56,60.36,30.12,51.12,48.4,43.6,29.84,46.44,41.6,43.4,33.4,46.0,37.76,44.4,34.0,61.48,59.44,60.36,30.08,50.6,46.36,42.72,28.84,47.68,48.6,45.68,33.4,40.76,42.92,41.36,34.0,61.88,59.32,60.36,30.24,47.0,47.2,44.44,30.92,42.92,43.4,46.52,33.72,47.12,44.96,48.36
30.48,65.0,65.6,67.0,32.12,48.04,52.04,49.84,33.04,52.44,53.28,52.8,34.0,45.52,37.36,41.52,30.48,63.64,64.44,67.0,32.04,46.76,54.32,55.36,31.96,48.88,56.44,54.32,34.04,48.52,44.96,42.92,30.48,64.16,64.84,67.0,31.56,52.84,47.04,51.76,30.88,55.04,49.6,46.72,34.04,50.84,49.16,46.68,30.48,64.16,63.6,67.0,32.44,54.12,49.36,57.08,30.48,57.6,53.76,51.08,34.04,48.96,54.92,52.48,30.48,63.4,66.16,67.0,32.16,48.84,51.2,54.56,32.84,51.16,54.52,53.2,34.36,53.72,51.56,47.4
32.04,58.84,62.56,65.0,33.28,48.88,47.32,44.08,33.16,42.6,45.4,44.8,34.2,38.0,38.56,35.8,32.04,59.28,62.64,65.0,33.88,43.4,43.2,49.32,33.2,45.56,43.64,48.8,34.24,43.64,41.8,41.44,32.04,59.36,63.2,65.0,34.52,48.08,46.04,43.16,33.44,44.72,46.96,44.64,34.24,45.56,45.56,41.16,32.04,59.36,62.8,65.0,34.08,46.24,44.6,48.04,33.16,47.6,48.68,45.28,34.24,44.52,50.56,44.08,32.04,60.96,62.96,65.0,33.04,43.84,49.0,46.44,34.04,41.08,44.76,49.6,34.56,48.28,46.4,42.56
30.32,57.84,61.08,60.44,32.92,45.92,42.04,39.6,32.52,46.0,47.36,40.64,33.48,39.6,37.88,35.12,30.32,58.4,58.64,60.44,32.32,44.12,38.28,46.8,31.72,42.08,40.44,42.6,33.52,40.64,37.84,36.12,30.32,58.04,60.6,60.44,33.52,45.44,42.8,40.16,32.44,42.56,40.64,38.0,33.52,44.08,43.84,39.28,30.32,58.04,60.96,60.44,33.44,42.08,40.52,43.84,32.72,45.68,46.88,38.28,33.52,44.92,42.64,41.08,30.32,57.8,61.32,60.44,34.0,41.0,40.72,43.4,32.36,41.6,45.56,42.64,33.64,47.36,41.16,40.44
29.56,59.8,56.96,55.8,30.6,43.64,40.08,34.88,31.24,38.36,41.2,46.56,32.84,36.68,31.64,34.52,29.56,59.52,56.52,55.8,32.2,39.84,38.64,42.68,30.56,40.6,40.12,41.88,32.84,40.72,38.92,40.88,29.56,59.28,57.08,55.8,32.16,42.0,42.32,44.08,30.84,36.76,41.32,42.8,32.84,42.4,38.4,39.92,29.56,59.28,57.76,55.8,31.08,40.0,40.64,41.52,30.48,37.72,40.72,42.2,32.84,41.28,47.48,41.68,29.56,58.12,57.2,55.8,30.64,38.88,38.48,41.88,30.48,39.8,39.56,38.16,33.12,44.52,44.68,43.04
33.84,56.32,61.96,62.0,33.04,40.84,43.32,39.04,33.84,45.56,39.08,39.84,33.44,39.2,37.64,36.04,33.84,55.24,61.04,62.0,34.44,43.16,34.96,42.92,34.52,41.96,45.44,37.24,33.44,43.12,40.48,40.36,33.84,58.56,58.28,62.0,35.16,41.76,41.2,38.84,34.72,38.4,41.96,38.12,33.44,41.48,39.68,45.16,33.84,58.56,59.88,62.0,34.76,38.08,38.4,40.36,33.8,39.04,39.84,39.16,33.44,47.0,45.68,46.0,33.84,58.16,59.4,62.0,33.24,37.56,39.4,38.12,33.04,41.4,42.16,44.8,33.76,47.72,44.08,47.92
30.04,53.84,55.56,56.68,32.2,37.08,39.6,39.2,31.48,42.96,42.84,41.04,33.24,38.12,34.68,36.68,30.04,53.68,56.2,56.68,32.6,39.4,46.72,43.76,32.68,41.4,44.56,40.32,33.28,42.68,42.24,37.68,30.04,55.96,54.68,56.68,32.68,42.84,44.32,40.52,32.76,42.76,42.96,41.08,33.28,43.64,41.16,41.76,30.04,55.96,54.32,56.68,32.28,35.92,43.24,44.88,33.24,41.08,42.52,46.76,33.28,45.48,46.04,45.36,30.04,56.96,54.2,56.68,31.6,41.32,45.72,45.0,32.44,45.28,46.56,49.52,33.32,46.76,42.84,46.88
31.36,70.6,68.72,70.88,32.48,49.52,47.8,49.16,33.0,44.24,53.52,53.12,35.6,45.56,38.0,39.88,31.36,71.2,68.4,70.88,32.12,46.64,46.24,47.6,34.56,46.84,45.16,45.56,35.6,47.4,43.96,43.08,31.36,70.48,68.6,70.88,31.44,48.72,51.16,52.92,32.44,46.2,47.6,52.2,35.6,50.6,48.88,48.04,31.36,70.48,69.44,70.88,32.08,46.64,44.36,52.28,32.76,44.44,55.04,50.16,35.6,43.36,55.6,52.92,31.36,70.24,69.08,70.88,32.64,43.0,44.56,52.76,34.92,48.6,56.24,54.88,35.84,52.8,52.4,49.12
29.6,64.6,65.72,68.2,32.64,51.24,48.16,46.56,34.84,52.36,51.16,51.08,33.68,45.96,38.28,39.0,29.6,65.32,66.48,68.2,34.0,48.84,47.6,51.16,35.88,52.24,48.48,53.56,33.68,50.24,44.24,45.84,29.6,66.2,66.36,68.2,35.76,54.24,56.6,53.64,36.32,49.68,47.72,48.68,33.68,53.68,45.32,50.24,29.6,66.2,66.76,68.2,35.84,44.56,50.84,53.16,35.56,45.92,53.56,50.88,33.68,49.72,50.52,48.64,29.6,67.2,66.24,68.2,36.28,50.72,52.48,53.68,34.84,48.96,53.76,55.72,33.96,54.44,50.28,52.88
31.04,58.52,60.48,61.16,31.08,46.72,43.12,38.8,31.4,41.36,44.72,47.84,33.12,39.72,38.04,37.48,31.04,59.44,61.04,61.16,30.88,41.68,41.68,43.84,31.56,46.52,44.12,47.84,33.12,44.6,42.0,41.6,31.04,60.24,60.6,61.16,31.48,51.12,46.28,43.16,31.68,40.24,41.72,42.64,33.12,46.44,44.8,45.36,31.04,60.24,60.08,61.16,30.76,44.56,41.08,45.36,30.72,48.72,40.92,40.36,33.12,47.64,50.4,43.56,31.04,61.12,60.24,61.16,31.6,42.28,44.92,44.16,32.48,43.8,45.0,44.08,33.28,51.96,45.64,46.08
29.68,56.6,58.04,58.28,32.04,41.48,45.8,39.56,33.0,45.0,47.36,43.48,32.84,39.28,37.8,37.0,29.68,56.8,57.4,58.28,31.84,42.52,45.56,46.4,33.16,46.24,45.56,42.92,32.84,43.52,38.76,41.76,29.68,56.76,56.84,58.28,31.8,44.28,45.64,44.44,32.96,43.92,39.8,40.4,32.84,47.64,42.92,45.6,29.68,56.76,56.96,58.28,31.72,43.88,44.36,47.24,32.16,45.12,42.6,44.24,33.0,47.88,48.4,43.32,29.68,56.32,56.96,58.28,31.52,43.8,44.04,45.28,31.76,49.64,41.84,46.88,33.2,52.48,46.84,47.4
28.08,58.48,54.96,58.08,32.68,44.88,45.4,41.52,32.76,45.8,46.28,46.92,34.32,39.48,40.2,35.8,28.08,58.04,53.6,58.08,31.84,47.48,45.88,42.28,32.52,45.84,46.48,42.12,34.32,42.32,40.08,34.68,28.08,58.32,55.0,58.08,32.48,47.64,48.08,50.0,31.88,42.36,47.4,41.84,34.32,42.32,39.44,39.24,28.08,58.32,55.24,58.08,30.68,39.16,43.68,47.4,30.64,43.56,46.24,42.88,34.52,41.16,45.76,46.36,28.08,57.84,55.64,58.08,31.08,49.12,45.8,47.44,31.36,45.8,42.96,43.92,33.44,44.88,47.92,47.04
30.0,64.96,64.32,65.2,30.32,49.88,47.64,47.96,31.48,45.48,49.68,48.68,32.92,36.96,34.08,38.32,30.0,63.76,64.0,65.2,30.68,47.84,47.52,51.4,30.08,51.0,48.4,41.8,32.92,41.12,41.72,42.4,30.0,63.72,64.16,65.2,31.84,51.8,52.24,45.28,30.08,47.24,51.32,46.2,32.92,45.16,43.36,46.32,30.0,63.72,65.48,65.2,31.28,52.0,48.0,50.28,30.04,50.16,48.36,46.0,33.12,46.72,49.68,50.12,30.0,63.44,65.28,65.2,31.28,47.04,50.36,52.12,30.28,51.28,46.16,50.72,33.4,50.48,43.88,51.96
32.8,61.84,64.68,65.8,34.8,48.36,53.88,47.48,36.36,50.08,50.6,46.12,32.8,42.72,36.48,37.12,32.8,63.68,64.56,65.8,36.28,52.96,47.88,49.6,35.36,51.56,50.96,49.72,32.8,45.92,39.76,36.92,32.8,64.08,64.6,65.8,37.44,53.68,53.0,49.64,34.88,48.84,48.8,51.24,32.8,46.28,40.64,49.52,32.8,64.08,64.52,65.8,36.68,51.92,53.56,49.48,36.76,52.52,48.68,48.76,33.12,44.32,46.68,49.4,32.8,65.92,64.04,65.8,38.2,53.68,45.64,48.72,36.88,51.68,47.44,50.36,33.48,48.24,48.12,54.12
31.64,55.68,58.24,58.96,30.88,43.92,44.24,41.96,33.8,40.96,44.24,41.12,32.56,43.72,36.72,34.4,31.64,57.08,58.6,58.96,30.2,45.72,43.52,41.16,34.32,46.84,45.96,40.36,32.56,47.28,38.16,41.08,31.64,58.92,57.32,58.96,30.6,47.0,44.84,40.92,32.6,43.88,44.44,43.08,32.56,48.32,41.2,45.48,31.64,58.92,57.04,58.96,30.4,43.8,42.4,43.88,32.04,44.36,45.12,45.6,32.68,48.72,49.2,46.6,31.64,59.28,57.0,58.96,31.68,41.2,42.44,46.04,33.8,45.04,43.84,43.48,32.96,50.72,45.64,44.6
28.6,63.32,65.28,65.52,32.32,48.04,46.96,45.0,33.0,41.6,53.32,43.92,32.72,37.48,37.6,36.84,28.6,62.36,61.52,65.52,32.44,45.88,42.72,40.48,33.96,44.44,45.0,46.12,34.88,42.12,41.76,39.16,28.6,62.0,62.08,65.52,32.68,46.96,43.2,41.2,33.08,45.44,37.56,47.76,34.88,42.56,39.56,38.28,28.6,62.0,62.68,65.52,33.04,47.6,42.24,42.68,33.24,48.44,48.44,45.16,34.88,42.72,48.56,46.68,28.6,61.36,62.44,65.52,32.92,49.0,48.4,44.48,33.52,44.36,45.88,45.04,35.0,46.12,46.24,50.68
31.2,62.4,61.88,64.72,31.24,46.56,50.84,47.24,29.72,48.04,49.92,44.88,33.28,40.48,34.32,33.24,31.2,60.92,59.12,64.72,32.36,47.76,45.08,53.2,31.2,48.16,44.36,47.96,33.28,42.6,39.52,40.88,31.2,62.52,61.4,64.72,32.92,53.72,44.6,47.16,30.64,49.8,45.28,48.36,33.04,44.56,41.84,45.32,31.2,62.52,61.28,64.72,32.6,49.4,44.16,46.2,30.96,50.96,46.72,41.64,33.28,43.96,50.68,43.08,31.2,62.4,62.28,64.72,32.24,49.84,44.36,46.12,30.76,55.68,51.52,44.48,33.44,51.48,50.96,48.04
30.2,72.28,72.56,71.72,32.44,53.08,48.6,52.56,33.04,53.0,55.2,51.16,33.8,42.16,40.08,43.04,30.2,73.04,72.92,71.72,32.16,52.36,48.72,45.68,32.92,55.44,53.32,51.0,33.8,48.16,46.28,41.12,30.2,72.36,73.0,71.72,34.88,58.56,53.16,48.12,33.08,53.76,50.64,54.52,33.52,56.2,47.4,49.64,30.2,72.36,73.2,71.72,34.52,47.24,54.08,51.68,33.32,54.48,54.44,49.2,33.8,55.16,54.24,50.36,30.2,71.76,72.88,71.72,34.68,49.88,55.48,50.56,32.36,54.76,56.28,50.0,34.04,56.44,53.64,56.36
34.64,60.84,61.32,63.08,29.96,50.76,43.44,45.72,30.72,46.04,45.28,46.12,33.24,40.0,38.12,32.76,34.64,60.96,60.92,63.08,31.64,46.12,45.52,44.52,33.16,48.36,44.44,43.64,33.24,45.28,44.6,37.8,34.64,61.92,61.08,63.08,31.36,47.68,48.36,47.36,33.64,43.92,47.0,44.8,33.0,44.24,42.28,44.8,34.64,61.92,60.76,63.08,31.04,45.6,48.08,47.48,34.12,44.04,49.84,44.88,33.24,45.4,47.88,39.16,34.64,63.2,60.8,63.08,32.16,42.6,45.04,45.24,33.4,43.88,44.72,45.72,33.4,49.6,43.12,47.24
30.28,61.28,61.8,62.44,34.4,47.84,45.6,43.6,34.8,46.2,47.08,47.28,34.48,39.88,37.68,37.36,30.28,61.28,61.8,62.44,33.2,44.04,46.2,47.4,34.4,43.08,44.08,42.12,34.6,43.72,44.12,43.6,30.28,63.48,61.16,62.44,32.92,44.56,44.68,42.44,33.56,51.12,44.36,45.84,34.28,47.28,45.6,45.12,30.28,63.48,61.76,62.44,36.04,41.84,41.88,47.96,32.92,43.44,43.48,43.0,34.6,52.2,46.8,49.44,30.28,62.88,61.48,62.44,35.6,43.68,44.64,46.2,33.12,42.12,44.4,45.64,34.84,53.84,45.84,46.84
28.92,61.44,67.88,69.48,33.72,53.8,51.24,44.24,32.12,50.04,53.0,47.56,33.64,43.32,38.52,38.52,28.92,61.92,68.6,69.48,35.24,47.6,53.92,49.0,30.76,48.28,47.16,51.92,33.64,43.32,47.4,49.88,28.92,65.56,67.56,69.48,33.56,49.48,49.08,50.2,30.72,51.84,43.8,47.88,33.64,52.16,40.24,46.12,28.92,65.56,67.56,69.48,34.68,47.88,50.68,47.4,31.28,50.8,48.04,49.08,33.8,52.16,55.72,46.24,28.92,67.28,67.32,69.48,33.72,47.8,50.08,50.56,32.96,50.16,51.72,53.04,34.12,54.28,54.32,56.2
30.76,59.12,58.8,58.52,33.8,47.32,45.32,43.0,32.16,44.2,50.0,40.68,33.0,36.52,36.68,35.36,30.76,58.12,56.68,58.52,31.12,47.16,47.24,47.16,32.64,48.0,43.36,45.92,33.04,41.72,39.36,41.72,30.76,57.6,57.4,58.52,30.2,43.4,40.32,42.84,33.2,43.08,45.16,46.16,33.4,40.96,41.16,37.88,30.76,57.6,58.32,58.52,31.6,46.2,40.0,45.36,33.04,48.0,41.0,45.08,33.04,40.92,47.56,43.96,30.76,57.04,58.2,58.52,31.84,43.28,48.56,43.04,33.52,47.04,45.76,45.68,33.68,44.24,45.88,51.36
31.92,64.92,66.96,67.92,33.84,47.0,49.72,51.4,33.04,48.08,46.56,40.84,33.08,42.8,40.44,35.16,31.92,64.68,64.76,67.92,34.52,49.56,45.12,48.48,35.32,52.16,47.6,46.16,33.12,44.2,45.4,41.4,31.92,65.44,64.08,67.92,34.96,47.12,46.92,43.96,33.2,53.12,54.24,49.92,33.52,50.32,46.48,47.6,31.92,65.44,65.64,67.92,34.28,46.56,52.76,50.56,32.84,44.16,49.96,50.4,33.12,49.0,49.52,50.44,31.92,64.52,65.16,67.92,32.68,45.64,47.68,43.84,31.8,48.92,47.36,51.68,33.72,54.64,54.04,52.96
29.56,62.52,63.0,63.32,34.36,49.84,45.48,48.76,35.24,44.04,46.36,45.68,32.72,40.6,39.56,32.84,29.56,62.68,61.16,63.32,34.76,45.08,45.6,47.6,37.76,51.12,48.12,46.64,32.72,43.2,40.68,43.68,29.56,63.12,61.24,63.32,36.32,43.36,48.8,48.68,37.36,44.56,41.04,48.08,32.72,43.88,43.56,45.28,29.56,63.12,60.6,63.32,33.56,43.48,43.64,46.64,38.44,44.76,49.04,48.04,32.72,48.2,47.12,48.04,29.56,62.64,60.84,63.32,35.52,44.48,49.56,45.44,36.28,40.08,40.88,50.68,33.0,49.2,46.4,50.72
32.8,63.72,67.32,69.68,32.32,54.48,50.28,51.28,34.12,50.52,54.56,51.28,35.64,44.36,42.44,41.24,32.8,63.76,65.84,69.68,31.88,52.8,52.04,48.32,34.2,59.16,50.08,51.36,35.72,49.44,43.72,44.52,32.8,63.8,65.52,69.68,31.76,56.8,54.88,49.6,34.6,52.84,44.72,56.72,35.72,50.92,43.04,46.32,32.8,63.8,65.56,69.68,30.2,58.04,45.44,54.8,36.08,57.4,56.8,50.84,35.72,51.32,46.8,47.04,32.8,66.72,65.4,69.68,32.92,51.16,52.68,49.0,34.12,55.4,52.96,55.92,36.04,54.88,49.84,45.88
33.68,62.76,70.36,70.2,32.96,54.28,50.48,43.32,34.16,52.84,46.56,44.24,33.64,39.04,40.96,38.28,33.68,63.44,71.32,70.2,33.84,56.36,49.08,49.56,34.96,51.08,46.88,42.12,33.68,44.6,48.0,46.0,33.68,63.4,71.08,70.2,37.0,52.76,49.52,48.36,33.12,49.24,45.6,49.64,33.68,50.8,40.68,52.0,33.68,63.4,71.24,70.2,37.32,51.24,42.8,49.92,33.2,43.84,46.88,49.24,33.68,48.68,53.48,48.72,33.68,67.84,70.84,70.2,34.76,51.48,48.44,44.4,32.2,50.56,47.84,51.52,33.96,51.48,50.6,51.52
30.4,53.76,53.96,58.72,31.64,46.52,40.8,42.36,31.44,37.04,37.64,42.32,32.48,38.92,36.52,30.68,30.4,53.84,52.68,58.72,31.56,42.76,39.56,46.32,34.32,45.76,45.04,41.52,33.6,44.64,44.92,37.4,30.4,54.16,52.2,58.72,30.64,41.64,42.88,38.08,32.6,48.52,41.6,44.44,33.6,46.92,45.8,37.76,30.4,54.16,51.44,58.72,30.52,39.96,46.24,43.32,32.88,40.36,48.36,42.6,33.6,46.52,47.84,45.88,30.4,54.8,51.88,58.72,29.68,41.88,45.12,39.72,32.2,38.2,42.64,45.24,33.6,48.8,48.56,47.68
