0.6,0.75,0.9
0.335,0.3328,0.3322
0.3276,0.3334,0.339
0.3374,0.3338,0.3288
0.6072,0.299,0.0938
0.3687,0.417,0.2143
0.2367,0.4293,0.334
0.1583,0.4052,0.4365
0.1146,0.3746,0.5108
0.0982,0.3309,0.5709
0.1021,0.3002,0.5977
0.0963,0.2911,0.6126
0.0903,0.2844,0.6253
0.0829,0.2769,0.6402
0.077,0.2677,0.6553
0.076,0.2607,0.6633
0.0718,0.2539,0.6743
0.068,0.2485,0.6835
0.064,0.243,0.693
0.0626,0.2387,0.6987
0.0595,0.2311,0.7094
0.0589,0.2236,0.7175
0.0573,0.2205,0.7222
0.0566,0.2195,0.7239
0.0562,0.2172,0.7266
0.0528,0.2175,0.7297
0.0509,0.2154,0.7337
0.0486,0.2122,0.7392
0.0485,0.2093,0.7422
0.0473,0.2077,0.745
0.0467,0.207,0.7463
0.0461,0.2046,0.7493
0.0447,0.2044,0.7509
0.0433,0.2021,0.7546
0.0424,0.1995,0.7581
0.0422,0.1987,0.7591
0.0409,0.2002,0.7589
0.0409,0.1991,0.76
0.0403,0.1978,0.7619
0.0407,0.1953,0.764
0.0397,0.1956,0.7647
0.0393,0.1927,0.768
0.0384,0.1919,0.7697
0.0382,0.1914,0.7704
0.0378,0.191,0.7712
0.0372,0.1896,0.7732
0.0373,0.1881,0.7746
0.037,0.1868,0.7762
0.0363,0.1855,0.7782
0.0358,0.1847,0.7795
0.0353,0.1844,0.7803
0.035,0.1851,0.7799
0.0344,0.1847,0.7809
0.0344,0.1834,0.7822
0.0341,0.1837,0.7822
0.0336,0.1835,0.7829
0.0334,0.1828,0.7838
0.0328,0.1821,0.7851
0.0327,0.1822,0.7851
0.0327,0.1817,0.7856
0.0327,0.181,0.7863
0.032,0.1813,0.7867
0.0315,0.1813,0.7872
0.0314,0.1814,0.7872
0.0308,0.181,0.7882
0.0309,0.181,0.7881
0.0314,0.1805,0.7881
0.0313,0.1802,0.7885
0.0304,0.1804,0.7892
0.0305,0.1803,0.7892
0.0304,0.1797,0.7899
0.0301,0.1792,0.7907
0.0298,0.1784,0.7918
0.03,0.1777,0.7923
0.0301,0.1771,0.7928
0.0292,0.1769,0.7939
0.0291,0.1767,0.7942
0.0289,0.1767,0.7944
0.0292,0.1763,0.7945
0.0287,0.1764,0.7949
0.0289,0.1764,0.7947
0.0288,0.1765,0.7947
0.0284,0.1765,0.7951
0.0281,0.1764,0.7955
0.0281,0.1761,0.7958
0.0272,0.1765,0.7963
0.0271,0.176,0.7969
0.027,0.1756,0.7974
0.0271,0.1753,0.7976
0.027,0.1749,0.7981
0.027,0.175,0.798
0.0266,0.1744,0.799
0.026,0.1746,0.7994
0.0263,0.1745,0.7992
0.0263,0.1746,0.7991
0.026,0.1745,0.7995
0.0257,0.1742,0.8001
0.0259,0.1737,0.8004
0.0259,0.1737,0.8004
0.0258,0.1733,0.8009
0.0259,0.1731,0.801
0.0259,0.1727,0.8014
0.0256,0.1728,0.8016
0.0253,0.1728,0.8019
0.0257,0.1724,0.8019
0.0259,0.1719,0.8022
0.0253,0.1718,0.8029
0.0252,0.1714,0.8034
0.0251,0.1715,0.8034
0.0252,0.1714,0.8034
0.025,0.1715,0.8035
0.0248,0.1717,0.8035
0.0248,0.1714,0.8038
0.0245,0.1717,0.8038
0.0244,0.1715,0.8041
0.0247,0.1712,0.8041
0.0247,0.1713,0.804
0.0246,0.1712,0.8042
0.0245,0.1713,0.8042
0.0243,0.1712,0.8045
0.0242,0.1711,0.8047
0.024,0.1711,0.8049
0.0239,0.1707,0.8054
0.0239,0.1706,0.8055
0.0236,0.1708,0.8056
0.0236,0.1707,0.8057
0.0233,0.1708,0.8059
0.0231,0.1708,0.8061
0.0228,0.1709,0.8063
0.0231,0.1706,0.8063
0.0232,0.1703,0.8065
0.0235,0.17,0.8065
0.0232,0.17,0.8068
0.023,0.1697,0.8073
0.023,0.1697,0.8073
0.0228,0.1701,0.8071
0.0229,0.17,0.8071
0.0227,0.17,0.8073
0.0227,0.1699,0.8074
0.0226,0.1698,0.8076
0.0227,0.1695,0.8078
0.0224,0.1697,0.8079
0.0224,0.1696,0.808
0.0227,0.1691,0.8082
0.0228,0.1688,0.8084
0.0224,0.1694,0.8082
0.0223,0.1693,0.8084
0.0225,0.1689,0.8086
0.0227,0.1689,0.8084
0.0228,0.1687,0.8085
0.0225,0.1687,0.8088
0.0226,0.1685,0.8089
0.0227,0.1684,0.8089
0.0225,0.1686,0.8089
0.0223,0.1686,0.8091
0.022,0.1686,0.8094
0.0223,0.1682,0.8095
0.0222,0.1681,0.8097
0.0221,0.1679,0.81
0.0218,0.1683,0.8099
0.0219,0.1684,0.8097
0.0219,0.1684,0.8097
0.0218,0.1683,0.8099
0.0219,0.1677,0.8104
0.0221,0.1674,0.8105
0.0221,0.1675,0.8104
0.0221,0.1676,0.8103
0.0218,0.1677,0.8105
0.0217,0.1676,0.8107
0.0217,0.1675,0.8108
0.0217,0.1672,0.8111
0.0215,0.1675,0.811
0.0219,0.1672,0.8109
0.0219,0.1669,0.8112
0.0218,0.167,0.8112
0.0216,0.1669,0.8115
0.0214,0.167,0.8116
0.0214,0.1667,0.8119
0.0218,0.1663,0.8119
0.0219,0.1663,0.8118
0.022,0.1663,0.8117
0.0215,0.1666,0.8119
0.0215,0.1665,0.812
0.0215,0.1664,0.8121
0.0214,0.1663,0.8123
0.0215,0.166,0.8125
0.0214,0.166,0.8126
0.0212,0.166,0.8128
0.0213,0.1658,0.8129
0.0214,0.1656,0.813
0.0215,0.1655,0.813
0.0214,0.1656,0.813
0.0213,0.1656,0.8131
0.0214,0.1657,0.8129
0.0214,0.1657,0.8129
0.0215,0.1654,0.8131
0.0215,0.1653,0.8132
0.0213,0.1654,0.8133
0.0212,0.1651,0.8137
0.0213,0.1648,0.8139
0.0214,0.1649,0.8137
0.0214,0.165,0.8136
0.0213,0.1651,0.8136
0.0213,0.1651,0.8136
0.0214,0.1649,0.8137
0.0213,0.1647,0.814
0.0214,0.1646,0.814
0.0212,0.1646,0.8142
0.0212,0.1645,0.8143
0.0214,0.1642,0.8144
0.0214,0.1641,0.8145
0.0214,0.1639,0.8147
0.0214,0.1639,0.8147
0.0213,0.1638,0.8149
0.0214,0.1636,0.815
0.0213,0.1638,0.8149
0.0214,0.1637,0.8149
0.0212,0.1637,0.8151
0.021,0.1639,0.8151
0.0209,0.164,0.8151
0.021,0.1639,0.8151
0.021,0.1639,0.8151
0.0211,0.1638,0.8151
0.021,0.1639,0.8151
0.0212,0.1638,0.815
0.0211,0.1638,0.8151
0.0211,0.1636,0.8153
0.0209,0.1637,0.8154
0.021,0.1635,0.8155
0.0208,0.1637,0.8155
0.0209,0.1635,0.8156
0.0209,0.1634,0.8157
0.021,0.1633,0.8157
0.0209,0.1633,0.8158
0.0209,0.1632,0.8159
0.0208,0.1632,0.816
0.021,0.163,0.816
0.021,0.163,0.816
0.0207,0.1633,0.816
0.0208,0.1631,0.8161
0.0208,0.1632,0.816
0.0207,0.1631,0.8162
0.0205,0.1634,0.8161
0.0205,0.1634,0.8161
0.0205,0.1635,0.816
0.0205,0.1633,0.8162
0.0205,0.1631,0.8164
0.0205,0.163,0.8165
0.0205,0.163,0.8165
0.0204,0.1632,0.8164
0.0203,0.1632,0.8165
0.0204,0.1629,0.8167
0.0204,0.1629,0.8167
0.0204,0.1631,0.8165
0.0204,0.1629,0.8167
0.0204,0.1628,0.8168
0.0204,0.1627,0.8169
0.0205,0.1629,0.8166
0.0205,0.1629,0.8166
0.0205,0.1627,0.8168
0.0205,0.1627,0.8168
0.0206,0.1625,0.8169
0.0206,0.1625,0.8169
0.0204,0.1626,0.817
0.0202,0.1628,0.817
0.0203,0.1627,0.817
0.0205,0.1624,0.8171
0.0203,0.1626,0.8171
0.0202,0.1626,0.8172
0.0202,0.1626,0.8172
0.0203,0.1625,0.8172
0.0202,0.1625,0.8173
0.0202,0.1624,0.8174
0.0205,0.1621,0.8174
0.0205,0.162,0.8175
0.0202,0.1622,0.8176
0.0202,0.1622,0.8176
0.0202,0.1621,0.8177
0.0201,0.1623,0.8176
0.02,0.1623,0.8177
0.0198,0.1624,0.8178
0.0198,0.1622,0.818
0.0198,0.1622,0.818
0.0198,0.1618,0.8184
0.0198,0.1617,0.8185
0.0199,0.1617,0.8184
0.02,0.1616,0.8184
0.0198,0.1619,0.8183
0.0199,0.1618,0.8183
0.0198,0.1618,0.8184
0.0198,0.1618,0.8184
0.0198,0.1618,0.8184
0.0199,0.1616,0.8185
0.0199,0.1616,0.8185
0.0198,0.1617,0.8185
0.0198,0.1616,0.8186
0.0198,0.1614,0.8188
0.0197,0.1614,0.8189
0.0196,0.1615,0.8189
0.02,0.1611,0.8189
0.0199,0.1612,0.8189
0.0199,0.1612,0.8189
0.0197,0.1614,0.8189
0.0198,0.1612,0.819
0.0197,0.1613,0.819
0.0197,0.1613,0.819
0.0197,0.1613,0.819
0.0197,0.1613,0.819
0.0197,0.1613,0.819
0.0197,0.1613,0.819
0.0198,0.1613,0.8189
0.0198,0.1611,0.8191
0.0199,0.161,0.8191
0.0198,0.1612,0.819
0.0196,0.1613,0.8191
0.0196,0.1613,0.8191
0.0195,0.1612,0.8193
0.0195,0.1613,0.8192
0.0195,0.1613,0.8192
0.0195,0.1614,0.8191
0.0195,0.1614,0.8191
0.0195,0.1613,0.8192
0.0197,0.1611,0.8192
0.0197,0.1611,0.8192
0.0196,0.1611,0.8193
0.0196,0.1611,0.8193
0.0195,0.1611,0.8194
0.0195,0.1611,0.8194
0.0195,0.1611,0.8194
0.0195,0.161,0.8195
0.0194,0.161,0.8196
0.0194,0.161,0.8196
0.0195,0.161,0.8195
0.0194,0.1611,0.8195
0.0194,0.1612,0.8194
0.0194,0.1612,0.8194
0.0193,0.1613,0.8194
0.0193,0.1613,0.8194
0.0193,0.1612,0.8195
0.0193,0.1612,0.8195
0.0193,0.1611,0.8196
0.0194,0.1611,0.8195
0.0193,0.1612,0.8195
0.0193,0.1611,0.8196
0.0192,0.1612,0.8196
0.0192,0.1612,0.8196
0.0193,0.1611,0.8196
0.0193,0.1611,0.8196
0.0192,0.1611,0.8197
0.0192,0.1608,0.82
0.0192,0.1608,0.82
0.019,0.161,0.82
0.0191,0.1608,0.8201
0.0191,0.1608,0.8201
0.0191,0.1608,0.8201
0.0191,0.1608,0.8201
0.0191,0.1608,0.8201
0.0191,0.1609,0.82
0.019,0.161,0.82
0.019,0.1609,0.8201
0.019,0.1609,0.8201
0.019,0.1608,0.8202
0.0189,0.1609,0.8202
0.0189,0.161,0.8201
0.0188,0.161,0.8202
0.019,0.1608,0.8202
0.0189,0.1608,0.8203
0.0188,0.1609,0.8203
0.0187,0.161,0.8203
0.0187,0.1609,0.8204
0.0188,0.1609,0.8203
0.0186,0.1609,0.8205
0.0186,0.1609,0.8205
0.0185,0.1609,0.8206
0.0186,0.1608,0.8206
0.0186,0.1608,0.8206
0.0185,0.1607,0.8208
0.0187,0.1606,0.8207
0.0186,0.1606,0.8208
